case,date,arrivals,capacity,opening_backlog,completed_on_time,completed_late,closing_backlog,past_due_at_close
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-07,0,0,1634,0,0,1634,1634
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-08,0,0,1634,0,0,1634,1634
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-09,1374,1088,1634,0,1088,1920,1920
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-10,1551,1088,1920,0,1088,2383,2383
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-11,807,1088,2383,0,1088,2102,2102
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-12,1897,1088,2102,0,1088,2911,2911
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-13,660,1088,2911,0,1088,2483,2483
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-14,0,0,2483,0,0,2483,2483
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-15,0,0,2483,0,0,2483,2483
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-16,885,1088,2483,0,1088,2280,2280
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-17,997,1088,2280,0,1088,2189,2189
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-18,1908,1088,2189,0,1088,3009,3009
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-19,250,1088,3009,0,1088,2171,2171
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-20,321,1088,2171,0,1088,1404,1404
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-21,0,0,1404,0,0,1404,1404
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-22,0,0,1404,0,0,1404,1404
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-23,856,1088,1404,0,1088,1172,1172
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-24,563,1088,1172,0,1088,647,647
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-25,1384,1088,647,441,647,943,943
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-26,871,1088,943,145,943,726,726
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-27,730,1088,726,362,726,368,368
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-28,0,0,368,0,0,368,368
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-29,0,0,368,0,0,368,368
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-30,1083,1088,368,720,368,363,363
deduplicated_sensitivity_w6_a2_r40_d1,2023-01-31,1023,1088,363,725,363,298,298
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-01,278,1088,298,278,298,0,0
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-02,1293,1088,0,1088,0,205,205
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-03,662,1088,205,662,205,0,0
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-04,0,0,0,0,0,0,0
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-05,0,0,0,0,0,0,0
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-06,1526,1088,0,1088,0,438,438
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-07,854,1088,438,650,438,204,204
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-08,975,1088,204,884,204,91,91
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-09,1707,1088,91,997,91,710,710
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-10,462,1088,710,378,710,84,84
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-11,0,0,84,0,0,84,84
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-12,0,0,84,0,0,84,84
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-13,1306,1088,84,1004,84,302,302
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-14,638,1088,302,638,302,0,0
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-15,384,1088,0,384,0,0,0
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-16,2383,1088,0,1088,0,1295,1295
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-17,0,1088,1295,0,1088,207,207
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-18,0,0,207,0,0,207,207
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-19,510,0,207,0,0,717,207
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-20,0,1088,717,510,207,0,0
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-21,1943,1088,0,1088,0,855,855
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-22,1414,1088,855,233,855,1181,1181
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-23,1907,1088,1181,0,1088,2000,2000
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-24,1163,1088,2000,0,1088,2075,2075
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-25,0,0,2075,0,0,2075,2075
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-26,0,0,2075,0,0,2075,2075
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-27,1496,1088,2075,0,1088,2483,2483
deduplicated_sensitivity_w6_a2_r40_d1,2023-02-28,1134,1088,2483,0,1088,2529,2529
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-01,227,1088,2529,0,1088,1668,1668
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-02,2495,1088,1668,0,1088,3075,3075
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-03,708,1088,3075,0,1088,2695,2695
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-04,0,0,2695,0,0,2695,2695
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-05,0,0,2695,0,0,2695,2695
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-06,1586,1088,2695,0,1088,3193,3193
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-07,479,1088,3193,0,1088,2584,2584
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-08,1728,1088,2584,0,1088,3224,3224
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-09,1078,1088,3224,0,1088,3214,3214
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-10,382,1088,3214,0,1088,2508,2508
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-11,0,0,2508,0,0,2508,2508
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-12,437,0,2508,0,0,2945,2508
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-13,0,1088,2945,0,1088,1857,1857
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-14,1656,1088,1857,0,1088,2425,2425
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-15,384,1088,2425,0,1088,1721,1721
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-16,1518,1088,1721,0,1088,2151,2151
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-17,2400,1088,2151,0,1088,3463,3463
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-18,0,0,3463,0,0,3463,3463
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-19,0,0,3463,0,0,3463,3463
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-20,0,1088,3463,0,1088,2375,2375
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-21,0,1088,2375,0,1088,1287,1287
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-22,5910,1088,1287,0,1088,6109,6109
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-23,0,1088,6109,0,1088,5021,5021
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-24,0,1088,5021,0,1088,3933,3933
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-25,0,0,3933,0,0,3933,3933
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-26,0,0,3933,0,0,3933,3933
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-27,1277,1088,3933,0,1088,4122,4122
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-28,102,1088,4122,0,1088,3136,3136
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-29,3482,1088,3136,0,1088,5530,5530
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-30,0,1088,5530,0,1088,4442,4442
deduplicated_sensitivity_w6_a2_r40_d1,2023-03-31,0,1088,4442,0,1088,3354,3354
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-01,0,0,3354,0,0,3354,3354
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-02,0,0,3354,0,0,3354,3354
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-03,3070,1088,3354,0,1088,5336,5336
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-04,1432,1088,5336,0,1088,5680,5680
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-05,808,1088,5680,0,1088,5400,5400
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-06,909,1088,5400,0,1088,5221,5221
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-07,0,1088,5221,0,1088,4133,4133
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-08,0,0,4133,0,0,4133,4133
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-09,0,0,4133,0,0,4133,4133
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-10,0,1088,4133,0,1088,3045,3045
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-11,1284,1088,3045,0,1088,3241,3241
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-12,0,1088,3241,0,1088,2153,2153
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-13,3489,1088,2153,0,1088,4554,4554
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-14,0,1088,4554,0,1088,3466,3466
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-15,0,0,3466,0,0,3466,3466
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-16,0,0,3466,0,0,3466,3466
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-17,2661,1088,3466,0,1088,5039,5039
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-18,513,1088,5039,0,1088,4464,4464
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-19,1325,1088,4464,0,1088,4701,4701
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-20,878,1088,4701,0,1088,4491,4491
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-21,497,1088,4491,0,1088,3900,3900
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-22,0,0,3900,0,0,3900,3900
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-23,0,0,3900,0,0,3900,3900
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-24,1800,1088,3900,0,1088,4612,4612
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-25,819,1088,4612,0,1088,4343,4343
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-26,1591,1088,4343,0,1088,4846,4846
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-27,327,1088,4846,0,1088,4085,4085
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-28,432,1088,4085,0,1088,3429,3429
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-29,0,0,3429,0,0,3429,3429
deduplicated_sensitivity_w6_a2_r40_d1,2023-04-30,0,0,3429,0,0,3429,3429
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-01,986,1088,3429,0,1088,3327,3327
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-02,1145,1088,3327,0,1088,3384,3384
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-03,1466,1088,3384,0,1088,3762,3762
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-04,2698,1088,3762,0,1088,5372,5372
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-05,930,1088,5372,0,1088,5214,5214
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-06,0,0,5214,0,0,5214,5214
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-07,0,0,5214,0,0,5214,5214
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-08,1028,1088,5214,0,1088,5154,5154
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-09,1881,1088,5154,0,1088,5947,5947
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-10,0,1088,5947,0,1088,4859,4859
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-11,1986,1088,4859,0,1088,5757,5757
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-12,744,1088,5757,0,1088,5413,5413
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-13,0,0,5413,0,0,5413,5413
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-14,0,0,5413,0,0,5413,5413
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-15,1049,1088,5413,0,1088,5374,5374
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-16,2427,1088,5374,0,1088,6713,6713
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-17,0,1088,6713,0,1088,5625,5625
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-18,1999,1088,5625,0,1088,6536,6536
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-19,1526,1088,6536,0,1088,6974,6974
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-20,0,0,6974,0,0,6974,6974
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-21,0,0,6974,0,0,6974,6974
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-22,0,1088,6974,0,1088,5886,5886
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-23,1866,1088,5886,0,1088,6664,6664
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-24,0,1088,6664,0,1088,5576,5576
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-25,1869,1088,5576,0,1088,6357,6357
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-26,1358,1088,6357,0,1088,6627,6627
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-27,0,0,6627,0,0,6627,6627
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-28,0,0,6627,0,0,6627,6627
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-29,1285,1088,6627,0,1088,6824,6824
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-30,1585,1088,6824,0,1088,7321,7321
deduplicated_sensitivity_w6_a2_r40_d1,2023-05-31,1369,1088,7321,0,1088,7602,7602
deduplicated_sensitivity_w6_a2_r40_d1,2023-06-01,709,1088,7602,0,1088,7223,7223
deduplicated_sensitivity_w6_a2_r40_d1,2023-06-02,117,1088,7223,0,1088,6252,6252
deduplicated_sensitivity_w6_a2_r40_d1,2023-06-03,0,0,6252,0,0,6252,6252
deduplicated_sensitivity_w6_a2_r40_d1,2023-06-04,0,0,6252,0,0,6252,6252
deduplicated_sensitivity_w6_a2_r40_d1,2023-06-05,1450,1088,6252,0,1088,6614,6614
deduplicated_sensitivity_w6_a2_r40_d1,2023-06-06,956,1088,6614,0,1088,6482,6482
