case,basis,workers,absent,present_workers,rate,service_days,arrivals,completed_on_time,completed_late,overdue_unfinished,pending_not_due,on_time_unit_share,target_met,peak_backlog,backlog_unit_days
deduplicated_sensitivity_w6_a2_r30_d1,deduplicated_sensitivity,6,2,4,30.0,1,215460,816,183600,31044,0,0.0037872458925090505,False,47746,8909551
deduplicated_sensitivity_w6_a2_r30_d2,deduplicated_sensitivity,6,2,4,30.0,2,215460,1826,182590,31044,0,0.008474890931031282,False,47746,8909551
deduplicated_sensitivity_w6_a2_r40_d1,deduplicated_sensitivity,6,2,4,40.0,1,215460,28685,186775,0,0,0.1331337603267428,False,7602,839713
deduplicated_sensitivity_w6_a2_r40_d2,deduplicated_sensitivity,6,2,4,40.0,2,215460,53696,161764,0,0,0.24921563167177202,False,7602,839713
deduplicated_sensitivity_w6_a2_r50_d1,deduplicated_sensitivity,6,2,4,50.0,1,215460,124089,91371,0,0,0.575925925925926,False,4550,160617
deduplicated_sensitivity_w6_a2_r50_d2,deduplicated_sensitivity,6,2,4,50.0,2,215460,191261,24199,0,0,0.8876868096166342,False,4550,160617
deduplicated_sensitivity_w7_a0_r30_d1,deduplicated_sensitivity,7,0,7,30.0,1,215460,137229,78231,0,0,0.636911723753829,False,4482,132310
deduplicated_sensitivity_w7_a0_r30_d2,deduplicated_sensitivity,7,0,7,30.0,2,215460,197457,18003,0,0,0.9164438874965191,False,4482,132310
deduplicated_sensitivity_w7_a0_r40_d1,deduplicated_sensitivity,7,0,7,40.0,1,215460,188599,26861,0,0,0.8753318481388657,False,4006,36126
deduplicated_sensitivity_w7_a0_r40_d2,deduplicated_sensitivity,7,0,7,40.0,2,215460,211028,4432,0,0,0.9794300566230391,True,4006,36126
deduplicated_sensitivity_w7_a0_r50_d1,deduplicated_sensitivity,7,0,7,50.0,1,215460,200701,14759,0,0,0.9315000464123271,False,3530,19719
deduplicated_sensitivity_w7_a0_r50_d2,deduplicated_sensitivity,7,0,7,50.0,2,215460,213723,1737,0,0,0.991938178780284,True,3530,19719
deduplicated_sensitivity_w7_a1_r30_d1,deduplicated_sensitivity,7,1,6,30.0,1,215460,86007,129453,0,0,0.39917850181008074,False,4686,265470
deduplicated_sensitivity_w7_a1_r30_d2,deduplicated_sensitivity,7,1,6,30.0,2,215460,164243,51217,0,0,0.7622899842198088,False,4686,265470
deduplicated_sensitivity_w7_a1_r40_d1,deduplicated_sensitivity,7,1,6,40.0,1,215460,168194,47266,0,0,0.7806274946625824,False,4278,71957
deduplicated_sensitivity_w7_a1_r40_d2,deduplicated_sensitivity,7,1,6,40.0,2,215460,207265,8195,0,0,0.9619650979300102,True,4278,71957
deduplicated_sensitivity_w7_a1_r50_d1,deduplicated_sensitivity,7,1,6,50.0,1,215460,192774,22686,0,0,0.8947089947089947,False,3870,30205
deduplicated_sensitivity_w7_a1_r50_d2,deduplicated_sensitivity,7,1,6,50.0,2,215460,211844,3616,0,0,0.9832173025155482,True,3870,30205
deduplicated_sensitivity_w7_a2_r30_d1,deduplicated_sensitivity,7,2,5,30.0,1,215460,3124,212336,0,0,0.01449921099043906,False,12786,1774507
deduplicated_sensitivity_w7_a2_r30_d2,deduplicated_sensitivity,7,2,5,30.0,2,215460,19332,196128,0,0,0.08972431077694236,False,12786,1774507
deduplicated_sensitivity_w7_a2_r40_d1,deduplicated_sensitivity,7,2,5,40.0,1,215460,124089,91371,0,0,0.575925925925926,False,4550,160617
deduplicated_sensitivity_w7_a2_r40_d2,deduplicated_sensitivity,7,2,5,40.0,2,215460,191261,24199,0,0,0.8876868096166342,False,4550,160617
deduplicated_sensitivity_w7_a2_r50_d1,deduplicated_sensitivity,7,2,5,50.0,1,215460,175538,39922,0,0,0.8147127076951638,False,4210,59773
deduplicated_sensitivity_w7_a2_r50_d2,deduplicated_sensitivity,7,2,5,50.0,2,215460,208569,6891,0,0,0.9680172653856864,True,4210,59773
deduplicated_sensitivity_w8_a0_r30_d1,deduplicated_sensitivity,8,0,8,30.0,1,215460,168194,47266,0,0,0.7806274946625824,False,4278,71957
deduplicated_sensitivity_w8_a0_r30_d2,deduplicated_sensitivity,8,0,8,30.0,2,215460,207265,8195,0,0,0.9619650979300102,True,4278,71957
deduplicated_sensitivity_w8_a0_r40_d1,deduplicated_sensitivity,8,0,8,40.0,1,215460,196239,19221,0,0,0.9107908660540239,False,3734,25652
deduplicated_sensitivity_w8_a0_r40_d2,deduplicated_sensitivity,8,0,8,40.0,2,215460,212660,2800,0,0,0.9870045484080572,True,3734,25652
deduplicated_sensitivity_w8_a0_r50_d1,deduplicated_sensitivity,8,0,8,50.0,1,215460,204756,10704,0,0,0.9503202450570871,True,3190,14357
deduplicated_sensitivity_w8_a0_r50_d2,deduplicated_sensitivity,8,0,8,50.0,2,215460,214990,470,0,0,0.9978186206256382,True,3190,14357
deduplicated_sensitivity_w8_a1_r30_d1,deduplicated_sensitivity,8,1,7,30.0,1,215460,137229,78231,0,0,0.636911723753829,False,4482,132310
deduplicated_sensitivity_w8_a1_r30_d2,deduplicated_sensitivity,8,1,7,30.0,2,215460,197457,18003,0,0,0.9164438874965191,False,4482,132310
deduplicated_sensitivity_w8_a1_r40_d1,deduplicated_sensitivity,8,1,7,40.0,1,215460,188599,26861,0,0,0.8753318481388657,False,4006,36126
deduplicated_sensitivity_w8_a1_r40_d2,deduplicated_sensitivity,8,1,7,40.0,2,215460,211028,4432,0,0,0.9794300566230391,True,4006,36126
deduplicated_sensitivity_w8_a1_r50_d1,deduplicated_sensitivity,8,1,7,50.0,1,215460,200701,14759,0,0,0.9315000464123271,False,3530,19719
deduplicated_sensitivity_w8_a1_r50_d2,deduplicated_sensitivity,8,1,7,50.0,2,215460,213723,1737,0,0,0.991938178780284,True,3530,19719
deduplicated_sensitivity_w8_a2_r30_d1,deduplicated_sensitivity,8,2,6,30.0,1,215460,86007,129453,0,0,0.39917850181008074,False,4686,265470
deduplicated_sensitivity_w8_a2_r30_d2,deduplicated_sensitivity,8,2,6,30.0,2,215460,164243,51217,0,0,0.7622899842198088,False,4686,265470
deduplicated_sensitivity_w8_a2_r40_d1,deduplicated_sensitivity,8,2,6,40.0,1,215460,168194,47266,0,0,0.7806274946625824,False,4278,71957
deduplicated_sensitivity_w8_a2_r40_d2,deduplicated_sensitivity,8,2,6,40.0,2,215460,207265,8195,0,0,0.9619650979300102,True,4278,71957
deduplicated_sensitivity_w8_a2_r50_d1,deduplicated_sensitivity,8,2,6,50.0,1,215460,192774,22686,0,0,0.8947089947089947,False,3870,30205
deduplicated_sensitivity_w8_a2_r50_d2,deduplicated_sensitivity,8,2,6,50.0,2,215460,211844,3616,0,0,0.9832173025155482,True,3870,30205
deduplicated_sensitivity_w9_a0_r30_d1,deduplicated_sensitivity,9,0,9,30.0,1,215460,185304,30156,0,0,0.8600389863547758,False,4074,41974
deduplicated_sensitivity_w9_a0_r30_d2,deduplicated_sensitivity,9,0,9,30.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4074,41974
deduplicated_sensitivity_w9_a0_r40_d1,deduplicated_sensitivity,9,0,9,40.0,1,215460,201670,13790,0,0,0.9359974009096816,False,3462,18438
deduplicated_sensitivity_w9_a0_r40_d2,deduplicated_sensitivity,9,0,9,40.0,2,215460,213995,1465,0,0,0.993200594077787,True,3462,18438
deduplicated_sensitivity_w9_a0_r50_d1,deduplicated_sensitivity,9,0,9,50.0,1,215460,207380,8080,0,0,0.9624988396918222,True,2850,11263
deduplicated_sensitivity_w9_a0_r50_d2,deduplicated_sensitivity,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263
deduplicated_sensitivity_w9_a1_r30_d1,deduplicated_sensitivity,9,1,8,30.0,1,215460,168194,47266,0,0,0.7806274946625824,False,4278,71957
deduplicated_sensitivity_w9_a1_r30_d2,deduplicated_sensitivity,9,1,8,30.0,2,215460,207265,8195,0,0,0.9619650979300102,True,4278,71957
deduplicated_sensitivity_w9_a1_r40_d1,deduplicated_sensitivity,9,1,8,40.0,1,215460,196239,19221,0,0,0.9107908660540239,False,3734,25652
deduplicated_sensitivity_w9_a1_r40_d2,deduplicated_sensitivity,9,1,8,40.0,2,215460,212660,2800,0,0,0.9870045484080572,True,3734,25652
deduplicated_sensitivity_w9_a1_r50_d1,deduplicated_sensitivity,9,1,8,50.0,1,215460,204756,10704,0,0,0.9503202450570871,True,3190,14357
deduplicated_sensitivity_w9_a1_r50_d2,deduplicated_sensitivity,9,1,8,50.0,2,215460,214990,470,0,0,0.9978186206256382,True,3190,14357
deduplicated_sensitivity_w9_a2_r30_d1,deduplicated_sensitivity,9,2,7,30.0,1,215460,137229,78231,0,0,0.636911723753829,False,4482,132310
deduplicated_sensitivity_w9_a2_r30_d2,deduplicated_sensitivity,9,2,7,30.0,2,215460,197457,18003,0,0,0.9164438874965191,False,4482,132310
deduplicated_sensitivity_w9_a2_r40_d1,deduplicated_sensitivity,9,2,7,40.0,1,215460,188599,26861,0,0,0.8753318481388657,False,4006,36126
deduplicated_sensitivity_w9_a2_r40_d2,deduplicated_sensitivity,9,2,7,40.0,2,215460,211028,4432,0,0,0.9794300566230391,True,4006,36126
deduplicated_sensitivity_w9_a2_r50_d1,deduplicated_sensitivity,9,2,7,50.0,1,215460,200701,14759,0,0,0.9315000464123271,False,3530,19719
deduplicated_sensitivity_w9_a2_r50_d2,deduplicated_sensitivity,9,2,7,50.0,2,215460,213723,1737,0,0,0.991938178780284,True,3530,19719
deduplicated_sensitivity_w10_a0_r30_d1,deduplicated_sensitivity,10,0,10,30.0,1,215460,192774,22686,0,0,0.8947089947089947,False,3870,30205
deduplicated_sensitivity_w10_a0_r30_d2,deduplicated_sensitivity,10,0,10,30.0,2,215460,211844,3616,0,0,0.9832173025155482,True,3870,30205
deduplicated_sensitivity_w10_a0_r40_d1,deduplicated_sensitivity,10,0,10,40.0,1,215460,204756,10704,0,0,0.9503202450570871,True,3190,14357
deduplicated_sensitivity_w10_a0_r40_d2,deduplicated_sensitivity,10,0,10,40.0,2,215460,214990,470,0,0,0.9978186206256382,True,3190,14357
deduplicated_sensitivity_w10_a0_r50_d1,deduplicated_sensitivity,10,0,10,50.0,1,215460,209430,6030,0,0,0.9720133667502089,True,2510,9213
deduplicated_sensitivity_w10_a0_r50_d2,deduplicated_sensitivity,10,0,10,50.0,2,215460,215460,0,0,0,1.0,True,2510,9213
deduplicated_sensitivity_w10_a1_r30_d1,deduplicated_sensitivity,10,1,9,30.0,1,215460,185304,30156,0,0,0.8600389863547758,False,4074,41974
deduplicated_sensitivity_w10_a1_r30_d2,deduplicated_sensitivity,10,1,9,30.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4074,41974
deduplicated_sensitivity_w10_a1_r40_d1,deduplicated_sensitivity,10,1,9,40.0,1,215460,201670,13790,0,0,0.9359974009096816,False,3462,18438
deduplicated_sensitivity_w10_a1_r40_d2,deduplicated_sensitivity,10,1,9,40.0,2,215460,213995,1465,0,0,0.993200594077787,True,3462,18438
deduplicated_sensitivity_w10_a1_r50_d1,deduplicated_sensitivity,10,1,9,50.0,1,215460,207380,8080,0,0,0.9624988396918222,True,2850,11263
deduplicated_sensitivity_w10_a1_r50_d2,deduplicated_sensitivity,10,1,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263
deduplicated_sensitivity_w10_a2_r30_d1,deduplicated_sensitivity,10,2,8,30.0,1,215460,168194,47266,0,0,0.7806274946625824,False,4278,71957
deduplicated_sensitivity_w10_a2_r30_d2,deduplicated_sensitivity,10,2,8,30.0,2,215460,207265,8195,0,0,0.9619650979300102,True,4278,71957
deduplicated_sensitivity_w10_a2_r40_d1,deduplicated_sensitivity,10,2,8,40.0,1,215460,196239,19221,0,0,0.9107908660540239,False,3734,25652
deduplicated_sensitivity_w10_a2_r40_d2,deduplicated_sensitivity,10,2,8,40.0,2,215460,212660,2800,0,0,0.9870045484080572,True,3734,25652
deduplicated_sensitivity_w10_a2_r50_d1,deduplicated_sensitivity,10,2,8,50.0,1,215460,204756,10704,0,0,0.9503202450570871,True,3190,14357
deduplicated_sensitivity_w10_a2_r50_d2,deduplicated_sensitivity,10,2,8,50.0,2,215460,214990,470,0,0,0.9978186206256382,True,3190,14357
deduplicated_sensitivity_w11_a0_r30_d1,deduplicated_sensitivity,11,0,11,30.0,1,215460,197883,17577,0,0,0.9184210526315789,False,3666,23464
deduplicated_sensitivity_w11_a0_r30_d2,deduplicated_sensitivity,11,0,11,30.0,2,215460,213068,2392,0,0,0.9888981713543117,True,3666,23464
deduplicated_sensitivity_w11_a0_r40_d1,deduplicated_sensitivity,11,0,11,40.0,1,215460,206904,8556,0,0,0.9602896129211919,True,2918,11739
deduplicated_sensitivity_w11_a0_r40_d2,deduplicated_sensitivity,11,0,11,40.0,2,215460,215460,0,0,0,1.0,True,2918,11739
deduplicated_sensitivity_w11_a0_r50_d1,deduplicated_sensitivity,11,0,11,50.0,1,215460,210824,4636,0,0,0.9784832451499118,True,2170,7819
deduplicated_sensitivity_w11_a0_r50_d2,deduplicated_sensitivity,11,0,11,50.0,2,215460,215460,0,0,0,1.0,True,2170,7819
deduplicated_sensitivity_w11_a1_r30_d1,deduplicated_sensitivity,11,1,10,30.0,1,215460,192774,22686,0,0,0.8947089947089947,False,3870,30205
deduplicated_sensitivity_w11_a1_r30_d2,deduplicated_sensitivity,11,1,10,30.0,2,215460,211844,3616,0,0,0.9832173025155482,True,3870,30205
deduplicated_sensitivity_w11_a1_r40_d1,deduplicated_sensitivity,11,1,10,40.0,1,215460,204756,10704,0,0,0.9503202450570871,True,3190,14357
deduplicated_sensitivity_w11_a1_r40_d2,deduplicated_sensitivity,11,1,10,40.0,2,215460,214990,470,0,0,0.9978186206256382,True,3190,14357
deduplicated_sensitivity_w11_a1_r50_d1,deduplicated_sensitivity,11,1,10,50.0,1,215460,209430,6030,0,0,0.9720133667502089,True,2510,9213
deduplicated_sensitivity_w11_a1_r50_d2,deduplicated_sensitivity,11,1,10,50.0,2,215460,215460,0,0,0,1.0,True,2510,9213
deduplicated_sensitivity_w11_a2_r30_d1,deduplicated_sensitivity,11,2,9,30.0,1,215460,185304,30156,0,0,0.8600389863547758,False,4074,41974
deduplicated_sensitivity_w11_a2_r30_d2,deduplicated_sensitivity,11,2,9,30.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4074,41974
deduplicated_sensitivity_w11_a2_r40_d1,deduplicated_sensitivity,11,2,9,40.0,1,215460,201670,13790,0,0,0.9359974009096816,False,3462,18438
deduplicated_sensitivity_w11_a2_r40_d2,deduplicated_sensitivity,11,2,9,40.0,2,215460,213995,1465,0,0,0.993200594077787,True,3462,18438
deduplicated_sensitivity_w11_a2_r50_d1,deduplicated_sensitivity,11,2,9,50.0,1,215460,207380,8080,0,0,0.9624988396918222,True,2850,11263
deduplicated_sensitivity_w11_a2_r50_d2,deduplicated_sensitivity,11,2,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263
deduplicated_sensitivity_w12_a0_r30_d1,deduplicated_sensitivity,12,0,12,30.0,1,215460,201670,13790,0,0,0.9359974009096816,False,3462,18438
deduplicated_sensitivity_w12_a0_r30_d2,deduplicated_sensitivity,12,0,12,30.0,2,215460,213995,1465,0,0,0.993200594077787,True,3462,18438
deduplicated_sensitivity_w12_a0_r40_d1,deduplicated_sensitivity,12,0,12,40.0,1,215460,208614,6846,0,0,0.9682261208576998,True,2646,10029
deduplicated_sensitivity_w12_a0_r40_d2,deduplicated_sensitivity,12,0,12,40.0,2,215460,215460,0,0,0,1.0,True,2646,10029
deduplicated_sensitivity_w12_a0_r50_d1,deduplicated_sensitivity,12,0,12,50.0,1,215460,211844,3616,0,0,0.9832173025155482,True,1830,6799
deduplicated_sensitivity_w12_a0_r50_d2,deduplicated_sensitivity,12,0,12,50.0,2,215460,215460,0,0,0,1.0,True,1830,6799
deduplicated_sensitivity_w12_a1_r30_d1,deduplicated_sensitivity,12,1,11,30.0,1,215460,197883,17577,0,0,0.9184210526315789,False,3666,23464
deduplicated_sensitivity_w12_a1_r30_d2,deduplicated_sensitivity,12,1,11,30.0,2,215460,213068,2392,0,0,0.9888981713543117,True,3666,23464
deduplicated_sensitivity_w12_a1_r40_d1,deduplicated_sensitivity,12,1,11,40.0,1,215460,206904,8556,0,0,0.9602896129211919,True,2918,11739
deduplicated_sensitivity_w12_a1_r40_d2,deduplicated_sensitivity,12,1,11,40.0,2,215460,215460,0,0,0,1.0,True,2918,11739
deduplicated_sensitivity_w12_a1_r50_d1,deduplicated_sensitivity,12,1,11,50.0,1,215460,210824,4636,0,0,0.9784832451499118,True,2170,7819
deduplicated_sensitivity_w12_a1_r50_d2,deduplicated_sensitivity,12,1,11,50.0,2,215460,215460,0,0,0,1.0,True,2170,7819
deduplicated_sensitivity_w12_a2_r30_d1,deduplicated_sensitivity,12,2,10,30.0,1,215460,192774,22686,0,0,0.8947089947089947,False,3870,30205
deduplicated_sensitivity_w12_a2_r30_d2,deduplicated_sensitivity,12,2,10,30.0,2,215460,211844,3616,0,0,0.9832173025155482,True,3870,30205
deduplicated_sensitivity_w12_a2_r40_d1,deduplicated_sensitivity,12,2,10,40.0,1,215460,204756,10704,0,0,0.9503202450570871,True,3190,14357
deduplicated_sensitivity_w12_a2_r40_d2,deduplicated_sensitivity,12,2,10,40.0,2,215460,214990,470,0,0,0.9978186206256382,True,3190,14357
deduplicated_sensitivity_w12_a2_r50_d1,deduplicated_sensitivity,12,2,10,50.0,1,215460,209430,6030,0,0,0.9720133667502089,True,2510,9213
deduplicated_sensitivity_w12_a2_r50_d2,deduplicated_sensitivity,12,2,10,50.0,2,215460,215460,0,0,0,1.0,True,2510,9213
