case_key,period,policy,basis,lead_days,demand_start,demand_end,cost_end,target_share,evidence,workers,absent,present_workers,rate,service_days,arrivals,completed_on_time,completed_late,overdue_unfinished,pending_not_due,on_time_unit_share,target_met,peak_backlog,backlog_unit_days,total_cost
full|extra3_ot0_temps0|deduplicated_sensitivity|40.0|1|1,full,extra3_ot0_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,215460,212660,2800,0,0,0.9870045484080572,True,3734,25652,357984.0
full|extra3_ot0_temps0|deduplicated_sensitivity|40.0|1|3,full,extra3_ot0_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,215460,212660,2800,0,0,0.9870045484080572,True,3734,25652,357984.0
full|extra3_ot0_temps0|deduplicated_sensitivity|40.0|2|1,full,extra3_ot0_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,215460,211028,4432,0,0,0.9794300566230391,True,4006,36126,357984.0
full|extra3_ot0_temps0|deduplicated_sensitivity|40.0|2|3,full,extra3_ot0_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,215460,211028,4432,0,0,0.9794300566230391,True,4006,36126,357984.0
full|extra3_ot0_temps0|deduplicated_sensitivity|50.0|0|1,full,extra3_ot0_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,357984.0
full|extra3_ot0_temps0|deduplicated_sensitivity|50.0|0|3,full,extra3_ot0_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,357984.0
full|extra3_ot0_temps0|deduplicated_sensitivity|50.0|1|1,full,extra3_ot0_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,215460,214990,470,0,0,0.9978186206256382,True,3190,14357,357984.0
full|extra3_ot0_temps0|deduplicated_sensitivity|50.0|1|3,full,extra3_ot0_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,215460,214990,470,0,0,0.9978186206256382,True,3190,14357,357984.0
full|extra3_ot0_temps0|deduplicated_sensitivity|50.0|2|1,full,extra3_ot0_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,215460,213723,1737,0,0,0.991938178780284,True,3530,19719,357984.0
full|extra3_ot0_temps0|deduplicated_sensitivity|50.0|2|3,full,extra3_ot0_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,215460,213723,1737,0,0,0.991938178780284,True,3530,19719,357984.0
full|extra3_ot0_temps2|retained|30.0|0|1,full,extra3_ot0_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,228195,224332,3863,0,0,0.9830714958697605,True,4075,50148,360144.0
full|extra3_ot0_temps2|retained|30.0|0|3,full,extra3_ot0_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,228195,222896,5299,0,0,0.9767786323100857,True,4075,54283,357984.0
full|extra3_ot0_temps2|retained|30.0|1|1,full,extra3_ot0_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,228195,222118,6077,0,0,0.9733692675124346,True,4279,78235,363024.0
full|extra3_ot0_temps2|retained|30.0|1|3,full,extra3_ot0_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,228195,218629,9566,0,0,0.9580797125265672,True,4279,93937,357984.0
full|extra3_ot0_temps2|retained|30.0|2|1,full,extra3_ot0_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,228195,217264,10931,0,0,0.9520979863713053,True,4483,135453,367104.0
full|extra3_ot0_temps2|retained|30.0|2|3,full,extra3_ot0_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,228195,204739,23456,0,0,0.8972107189026929,False,4483,171205,358464.0
full|extra3_ot0_temps2|retained|40.0|0|1,full,extra3_ot0_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,228195,227599,596,0,0,0.9973881986897172,True,3463,25086,358944.0
full|extra3_ot0_temps2|retained|40.0|0|3,full,extra3_ot0_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,228195,226729,1466,0,0,0.9935756699314183,True,3463,25956,357984.0
full|extra3_ot0_temps2|retained|40.0|1|1,full,extra3_ot0_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,228195,226511,1684,0,0,0.9926203466333618,True,3735,32628,359424.0
full|extra3_ot0_temps2|retained|40.0|1|3,full,extra3_ot0_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,228195,225394,2801,0,0,0.9877254102850632,True,3735,34292,357984.0
full|extra3_ot0_temps2|retained|40.0|2|1,full,extra3_ot0_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,228195,225067,3128,0,0,0.9862924253379785,True,4007,44311,359664.0
full|extra3_ot0_temps2|retained|40.0|2|3,full,extra3_ot0_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,228195,223748,4447,0,0,0.9805122811630403,True,4007,46676,357984.0
full|extra3_ot0_temps2|retained|50.0|0|1,full,extra3_ot0_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,357984.0
full|extra3_ot0_temps2|retained|50.0|0|3,full,extra3_ot0_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,357984.0
full|extra3_ot0_temps2|retained|50.0|1|1,full,extra3_ot0_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,228195,228195,0,0,0,1.0,True,3191,20316,358464.0
full|extra3_ot0_temps2|retained|50.0|1|3,full,extra3_ot0_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,228195,227724,471,0,0,0.9979359758101624,True,3191,20787,357984.0
full|extra3_ot0_temps2|retained|50.0|2|1,full,extra3_ot0_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,228195,227545,650,0,0,0.9971515589736848,True,3531,26374,358944.0
full|extra3_ot0_temps2|retained|50.0|2|3,full,extra3_ot0_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,228195,226457,1738,0,0,0.9923837069173295,True,3531,27462,357984.0
full|extra3_ot0_temps2|deduplicated_sensitivity|30.0|0|1,full,extra3_ot0_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,215460,211598,3862,0,0,0.9820755592685417,True,4074,38565,359664.0
full|extra3_ot0_temps2|deduplicated_sensitivity|30.0|0|3,full,extra3_ot0_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4074,41974,357984.0
full|extra3_ot0_temps2|deduplicated_sensitivity|30.0|1|1,full,extra3_ot0_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,215460,210016,5444,0,0,0.974733129119094,True,4278,58928,362304.0
full|extra3_ot0_temps2|deduplicated_sensitivity|30.0|1|3,full,extra3_ot0_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,215460,207265,8195,0,0,0.9619650979300102,True,4278,71957,357984.0
full|extra3_ot0_temps2|deduplicated_sensitivity|30.0|2|1,full,extra3_ot0_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,215460,206665,8795,0,0,0.9591803583031653,True,4482,105272,364464.0
full|extra3_ot0_temps2|deduplicated_sensitivity|30.0|2|3,full,extra3_ot0_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,215460,197653,17807,0,0,0.9173535691079551,False,4482,131537,358464.0
full|extra3_ot0_temps2|deduplicated_sensitivity|40.0|0|1,full,extra3_ot0_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,215460,214865,595,0,0,0.9972384665367121,True,3462,17568,358944.0
full|extra3_ot0_temps2|deduplicated_sensitivity|40.0|0|3,full,extra3_ot0_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,215460,213995,1465,0,0,0.993200594077787,True,3462,18438,357984.0
full|extra3_ot0_temps2|deduplicated_sensitivity|40.0|1|1,full,extra3_ot0_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,215460,213777,1683,0,0,0.9921888053467001,True,3734,24148,359424.0
full|extra3_ot0_temps2|deduplicated_sensitivity|40.0|1|3,full,extra3_ot0_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,215460,212660,2800,0,0,0.9870045484080572,True,3734,25652,357984.0
full|extra3_ot0_temps2|deduplicated_sensitivity|40.0|2|1,full,extra3_ot0_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,215460,212333,3127,0,0,0.9854868653114267,True,4006,33792,359424.0
full|extra3_ot0_temps2|deduplicated_sensitivity|40.0|2|3,full,extra3_ot0_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,215460,211028,4432,0,0,0.9794300566230391,True,4006,36126,357984.0
full|extra3_ot0_temps2|deduplicated_sensitivity|50.0|0|1,full,extra3_ot0_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,357984.0
full|extra3_ot0_temps2|deduplicated_sensitivity|50.0|0|3,full,extra3_ot0_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,357984.0
full|extra3_ot0_temps2|deduplicated_sensitivity|50.0|1|1,full,extra3_ot0_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,358464.0
full|extra3_ot0_temps2|deduplicated_sensitivity|50.0|1|3,full,extra3_ot0_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,215460,214990,470,0,0,0.9978186206256382,True,3190,14357,357984.0
full|extra3_ot0_temps2|deduplicated_sensitivity|50.0|2|1,full,extra3_ot0_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,215460,214811,649,0,0,0.9969878399702962,True,3530,18631,358944.0
full|extra3_ot0_temps2|deduplicated_sensitivity|50.0|2|3,full,extra3_ot0_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,215460,213723,1737,0,0,0.991938178780284,True,3530,19719,357984.0
full|extra3_ot0_temps4|retained|30.0|0|1,full,extra3_ot0_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,228195,225310,2885,0,0,0.987357304060124,True,4075,48844,361344.0
full|extra3_ot0_temps4|retained|30.0|0|3,full,extra3_ot0_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,228195,222896,5299,0,0,0.9767786323100857,True,4075,54283,357984.0
full|extra3_ot0_temps4|retained|30.0|1|1,full,extra3_ot0_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,228195,224079,4116,0,0,0.9819627949779793,True,4279,72063,365424.0
full|extra3_ot0_temps4|retained|30.0|1|3,full,extra3_ot0_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,228195,218629,9566,0,0,0.9580797125265672,True,4279,93937,357984.0
full|extra3_ot0_temps4|retained|30.0|2|1,full,extra3_ot0_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,228195,221340,6855,0,0,0.9699599027147834,True,4483,117485,372144.0
full|extra3_ot0_temps4|retained|30.0|2|3,full,extra3_ot0_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,228195,204739,23456,0,0,0.8972107189026929,False,4483,171205,358464.0
full|extra3_ot0_temps4|retained|40.0|0|1,full,extra3_ot0_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,228195,228050,145,0,0,0.9993645785402835,True,3463,24499,359664.0
full|extra3_ot0_temps4|retained|40.0|0|3,full,extra3_ot0_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,228195,226729,1466,0,0,0.9935756699314183,True,3463,25956,357984.0
full|extra3_ot0_temps4|retained|40.0|1|1,full,extra3_ot0_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,228195,227381,814,0,0,0.9964328753916606,True,3735,31758,360384.0
full|extra3_ot0_temps4|retained|40.0|1|3,full,extra3_ot0_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,228195,225394,2801,0,0,0.9877254102850632,True,3735,34292,357984.0
full|extra3_ot0_temps4|retained|40.0|2|1,full,extra3_ot0_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,228195,226293,1902,0,0,0.9916650233353054,True,4007,42571,361104.0
full|extra3_ot0_temps4|retained|40.0|2|3,full,extra3_ot0_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,228195,223748,4447,0,0,0.9805122811630403,True,4007,46676,357984.0
full|extra3_ot0_temps4|retained|50.0|0|1,full,extra3_ot0_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,357984.0
full|extra3_ot0_temps4|retained|50.0|0|3,full,extra3_ot0_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,357984.0
full|extra3_ot0_temps4|retained|50.0|1|1,full,extra3_ot0_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,228195,228195,0,0,0,1.0,True,3191,20316,358464.0
full|extra3_ot0_temps4|retained|50.0|1|3,full,extra3_ot0_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,228195,227724,471,0,0,0.9979359758101624,True,3191,20787,357984.0
full|extra3_ot0_temps4|retained|50.0|2|1,full,extra3_ot0_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,228195,228132,63,0,0,0.9997239203312956,True,3531,25651,359664.0
full|extra3_ot0_temps4|retained|50.0|2|3,full,extra3_ot0_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,228195,226457,1738,0,0,0.9923837069173295,True,3531,27462,357984.0
full|extra3_ot0_temps4|deduplicated_sensitivity|30.0|0|1,full,extra3_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,215460,212576,2884,0,0,0.9866146848602989,True,4074,37261,360864.0
full|extra3_ot0_temps4|deduplicated_sensitivity|30.0|0|3,full,extra3_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4074,41974,357984.0
full|extra3_ot0_temps4|deduplicated_sensitivity|30.0|1|1,full,extra3_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,215460,211352,4108,0,0,0.9809338160215353,True,4278,54946,363984.0
full|extra3_ot0_temps4|deduplicated_sensitivity|30.0|1|3,full,extra3_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,215460,207265,8195,0,0,0.9619650979300102,True,4278,71957,357984.0
full|extra3_ot0_temps4|deduplicated_sensitivity|30.0|2|1,full,extra3_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,215460,209524,5936,0,0,0.9724496426250813,True,4482,92501,367584.0
full|extra3_ot0_temps4|deduplicated_sensitivity|30.0|2|3,full,extra3_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,215460,197653,17807,0,0,0.9173535691079551,False,4482,131537,358464.0
full|extra3_ot0_temps4|deduplicated_sensitivity|40.0|0|1,full,extra3_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,215460,215316,144,0,0,0.9993316624895572,True,3462,16981,359664.0
full|extra3_ot0_temps4|deduplicated_sensitivity|40.0|0|3,full,extra3_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,215460,213995,1465,0,0,0.993200594077787,True,3462,18438,357984.0
full|extra3_ot0_temps4|deduplicated_sensitivity|40.0|1|1,full,extra3_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,215460,214647,813,0,0,0.9962266778056251,True,3734,23278,360384.0
full|extra3_ot0_temps4|deduplicated_sensitivity|40.0|1|3,full,extra3_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,215460,212660,2800,0,0,0.9870045484080572,True,3734,25652,357984.0
full|extra3_ot0_temps4|deduplicated_sensitivity|40.0|2|1,full,extra3_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,215460,213559,1901,0,0,0.9911770166156131,True,4006,32070,360864.0
full|extra3_ot0_temps4|deduplicated_sensitivity|40.0|2|3,full,extra3_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,215460,211028,4432,0,0,0.9794300566230391,True,4006,36126,357984.0
full|extra3_ot0_temps4|deduplicated_sensitivity|50.0|0|1,full,extra3_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,357984.0
full|extra3_ot0_temps4|deduplicated_sensitivity|50.0|0|3,full,extra3_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,357984.0
full|extra3_ot0_temps4|deduplicated_sensitivity|50.0|1|1,full,extra3_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,358464.0
full|extra3_ot0_temps4|deduplicated_sensitivity|50.0|1|3,full,extra3_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,215460,214990,470,0,0,0.9978186206256382,True,3190,14357,357984.0
full|extra3_ot0_temps4|deduplicated_sensitivity|50.0|2|1,full,extra3_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,215460,215398,62,0,0,0.9997122435718927,True,3530,17908,359664.0
full|extra3_ot0_temps4|deduplicated_sensitivity|50.0|2|3,full,extra3_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,215460,213723,1737,0,0,0.991938178780284,True,3530,19719,357984.0
full|extra3_ot2_temps0|retained|30.0|0|1,full,extra3_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,228195,224731,3464,0,0,0.9848200004382217,True,4075,49616,360030.0
full|extra3_ot2_temps0|retained|30.0|0|3,full,extra3_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,228195,224731,3464,0,0,0.9848200004382217,True,4075,49616,360030.0
full|extra3_ot2_temps0|retained|30.0|1|1,full,extra3_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,228195,222692,5503,0,0,0.975884660049519,True,4279,76198,362736.0
full|extra3_ot2_temps0|retained|30.0|1|3,full,extra3_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,228195,222692,5503,0,0,0.975884660049519,True,4279,76198,362736.0
full|extra3_ot2_temps0|retained|30.0|2|1,full,extra3_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,228195,217617,10578,0,0,0.9536449089594425,True,4483,135172,365772.0
full|extra3_ot2_temps0|retained|30.0|2|3,full,extra3_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,228195,217617,10578,0,0,0.9536449089594425,True,4483,135172,365772.0
full|extra3_ot2_temps0|retained|40.0|0|1,full,extra3_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,228195,227792,403,0,0,0.9982339665636846,True,3463,24868,359040.0
full|extra3_ot2_temps0|retained|40.0|0|3,full,extra3_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,228195,227792,403,0,0,0.9982339665636846,True,3463,24868,359040.0
full|extra3_ot2_temps0|retained|40.0|1|1,full,extra3_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,228195,226729,1466,0,0,0.9935756699314183,True,3735,32660,359304.0
full|extra3_ot2_temps0|retained|40.0|1|3,full,extra3_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,228195,226729,1466,0,0,0.9935756699314183,True,3735,32660,359304.0
full|extra3_ot2_temps0|retained|40.0|2|1,full,extra3_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,228195,225190,3005,0,0,0.9868314380244966,True,4007,44147,359403.0
full|extra3_ot2_temps0|retained|40.0|2|3,full,extra3_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,228195,225190,3005,0,0,0.9868314380244966,True,4007,44147,359403.0
full|extra3_ot2_temps0|retained|50.0|0|1,full,extra3_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,357984.0
full|extra3_ot2_temps0|retained|50.0|0|3,full,extra3_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,357984.0
full|extra3_ot2_temps0|retained|50.0|1|1,full,extra3_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,228195,228195,0,0,0,1.0,True,3191,20316,358380.0
full|extra3_ot2_temps0|retained|50.0|1|3,full,extra3_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,228195,228195,0,0,0,1.0,True,3191,20316,358380.0
full|extra3_ot2_temps0|retained|50.0|2|1,full,extra3_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,228195,227639,556,0,0,0.9975634873682596,True,3531,26272,358908.0
full|extra3_ot2_temps0|retained|50.0|2|3,full,extra3_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,228195,227639,556,0,0,0.9975634873682596,True,3531,26272,358908.0
full|extra3_ot2_temps0|deduplicated_sensitivity|30.0|0|1,full,extra3_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,215460,211997,3463,0,0,0.9839274111203936,True,4074,38033,359766.0
full|extra3_ot2_temps0|deduplicated_sensitivity|30.0|0|3,full,extra3_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,215460,211997,3463,0,0,0.9839274111203936,True,4074,38033,359766.0
full|extra3_ot2_temps0|deduplicated_sensitivity|30.0|1|1,full,extra3_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4278,57430,361944.0
