source_line,order_id,units,wave
52857,109116,5,38882
52858,109116,5,38882
52860,109116,5,38881
52861,109116,5,38881
52862,109116,5,38881
52863,109116,5,38881
52865,109116,5,38880
52866,109116,5,38880
52867,109116,5,38880
52868,109116,5,38880
52870,109116,5,38879
52871,109116,5,38879
52872,109116,5,38879
52873,109116,5,38879
52875,109116,5,38878
52876,109116,5,38878
52877,109116,5,38878
52878,109116,5,38878
52880,109116,5,38877
52881,109116,5,38877
52882,109116,5,38877
52883,109116,5,38877
52885,109116,5,38876
52886,109116,5,38876
52887,109116,5,38876
52888,109116,5,38876
52890,109116,5,38875
52891,109116,5,38875
52892,109116,5,38875
52893,109116,5,38875
52895,109116,5,38874
52896,109116,5,38874
52897,109116,5,38874
52898,109116,5,38874
52900,109116,5,38873
52901,109116,5,38873
52902,109116,5,38873
52903,109116,5,38873
52905,109116,5,38872
52906,109116,5,38872
52907,109116,5,38872
52908,109116,5,38872
52910,109116,5,38871
52911,109116,5,38871
52912,109116,5,38871
52913,109116,5,38871
52915,109116,5,38870
52916,109116,5,38870
52917,109116,5,38870
52918,109116,5,38870
52920,109116,5,38869
52921,109116,5,38869
52922,109116,5,38869
52923,109116,5,38869
52925,109116,5,38868
52926,109116,5,38868
52927,109116,5,38868
52928,109116,5,38868
52930,109116,5,38867
52931,109116,5,38867
52932,109116,5,38867
52933,109116,5,38867
52935,109116,5,38866
52936,109116,5,38866
52937,109116,5,38866
52940,109116,5,38865
52941,109116,5,38865
52942,109116,5,38865
52943,109116,5,38865
52945,109116,5,38864
52946,109116,5,38864
52947,109116,5,38864
52948,109116,5,38864
52950,109116,5,38863
52951,109116,5,38863
52952,109116,5,38863
52953,109116,5,38863
52955,109116,5,38862
52956,109116,5,38862
52957,109116,5,38862
52958,109116,5,38862
52960,109116,5,38861
52961,109116,5,38861
52962,109116,5,38861
52963,109116,5,38861
52965,109116,5,38860
52966,109116,5,38860
52967,109116,5,38860
52968,109116,5,38860
52970,109116,5,38859
52971,109116,5,38859
52972,109116,5,38859
52973,109116,5,38859
52975,109116,5,38858
52976,109116,5,38858
52977,109116,5,38858
52978,109116,5,38858
52980,109116,5,38857
52981,109116,5,38857
52982,109116,5,38857
52983,109116,5,38857
52985,109116,5,38856
52986,109116,5,38856
52987,109116,5,38856
52988,109116,5,38856
52990,109116,5,38855
52991,109116,5,38855
52992,109116,5,38855
52993,109116,5,38855
52995,109116,5,38854
52996,109116,5,38854
52997,109116,5,38854
52998,109116,5,38854
53000,109116,5,38853
53001,109116,5,38853
53002,109116,5,38853
53003,109116,5,38853
53005,109116,5,38852
53006,109116,5,38852
53007,109116,5,38852
53008,109116,5,38852
53011,109116,5,38851
53012,109116,5,38851
53013,109116,5,38851
53015,109116,5,38850
53016,109116,5,38850
53017,109116,5,38850
53018,109116,5,38850
53021,109116,5,38849
53022,109116,5,38849
53025,109116,5,38848
53026,109116,5,38848
53027,109116,5,38848
53028,109116,5,38848
53030,109116,5,38847
53031,109116,5,38847
53032,109116,5,38847
53035,109116,5,38846
53036,109116,5,38846
53037,109116,5,38846
53038,109116,5,38846
53040,109116,5,38845
53041,109116,5,38845
53042,109116,5,38845
53043,109116,5,38845
53045,109116,5,38844
53046,109116,5,38844
53047,109116,5,38844
53048,109116,5,38844
53051,109116,5,38843
53052,109116,5,38843
53053,109116,5,38843
53055,109116,5,38842
53056,109116,5,38842
53057,109116,5,38842
53058,109116,5,38842
53060,109116,5,38841
53061,109116,5,38841
53062,109116,5,38841
53063,109116,5,38841
53065,109116,5,38840
53066,109116,5,38840
53067,109116,5,38840
53068,109116,5,38840
53071,109116,5,38839
53072,109116,5,38839
53073,109116,5,38839
53076,109116,5,38838
53078,109116,5,38838
53081,109116,5,38837
53082,109116,5,38837
53085,109116,5,38836
53086,109116,5,38836
53087,109116,5,38836
53088,109116,5,38836
53090,109116,5,38835
53091,109116,5,38835
53092,109116,5,38835
53093,109116,5,38835
62900,106749,5,38035
62901,106749,5,38035
62902,106749,5,38035
62904,106749,5,38034
62905,106749,5,38034
62906,106749,5,38034
62907,106749,5,38034
62911,106749,5,38033
62912,106749,5,38033
62914,106749,5,38032
62915,106749,5,38032
62916,106749,5,38032
62920,106749,5,38031
62921,106749,5,38031
62922,106749,5,38031
62924,106749,5,38030
62925,106749,5,38030
62926,106749,5,38030
62927,106749,5,38030
62930,106749,5,38029
62931,106749,5,38029
62932,106749,5,38029
62934,106749,5,38028
62937,106749,5,38028
62939,106749,5,38027
62941,106749,5,38027
62945,106749,5,38026
62946,106749,5,38026
62949,106749,5,38025
62950,106749,5,38025
62951,106749,5,38025
62952,106749,5,38025
62954,106749,5,38024
62955,106749,5,38024
62956,106749,5,38024
62957,106749,5,38024
62959,106749,5,38023
62960,106749,5,38023
62961,106749,5,38023
62962,106749,5,38023
62964,106749,5,38022
62965,106749,5,38022
62966,106749,5,38022
62967,106749,5,38022
62969,106749,5,38021
62970,106749,5,38021
62971,106749,5,38021
62972,106749,5,38021
62974,106749,5,38020
62975,106749,5,38020
62976,106749,5,38020
62977,106749,5,38020
62979,106749,5,38019
62980,106749,5,38019
62981,106749,5,38019
62982,106749,5,38019
62985,106749,5,38018
62987,106749,5,38018
62989,106749,5,38017
62990,106749,5,38017
62991,106749,5,38017
62994,106749,5,38016
62995,106749,5,38016
62996,106749,5,38016
62997,106749,5,38016
62999,106749,5,38015
63000,106749,5,38015
63001,106749,5,38015
63002,106749,5,38015
63004,106749,5,38014
63005,106749,5,38014
63006,106749,5,38014
63007,106749,5,38014
63009,106749,5,38013
63010,106749,5,38013
63011,106749,5,38013
63012,106749,5,38013
63014,106749,5,38012
63015,106749,5,38012
63016,106749,5,38012
63017,106749,5,38012
63019,106749,5,38011
63020,106749,5,38011
63021,106749,5,38011
63022,106749,5,38011
63024,106749,5,38010
63025,106749,5,38010
63026,106749,5,38010
63027,106749,5,38010
63029,106749,5,38009
63031,106749,5,38009
63032,106749,5,38009
63034,106749,5,38008
63035,106749,5,38008
63036,106749,5,38008
63037,106749,5,38008
63039,106749,5,38007
63040,106749,5,38007
63041,106749,5,38007
63042,106749,5,38007
63044,106749,5,38006
63045,106749,5,38006
63046,106749,5,38006
63047,106749,5,38006
63049,106749,5,38005
63050,106749,5,38005
63052,106749,5,38005
63054,106749,5,38004
63059,106749,5,38003
63060,106749,5,38003
63061,106749,5,38003
63062,106749,5,38003
63064,106749,5,38002
63065,106749,5,38002
63066,106749,5,38002
63069,106749,5,38001
63070,106749,5,38001
63071,106749,5,38001
63074,106749,5,38000
63075,106749,5,38000
63076,106749,5,38000
63077,106749,5,38000
63079,106749,5,37999
63080,106749,5,37999
63081,106749,5,37999
63082,106749,5,37999
63084,106749,5,37998
63085,106749,5,37998
63086,106749,5,37998
63087,106749,5,37998
63089,106749,5,37997
63090,106749,5,37997
63091,106749,5,37997
63092,106749,5,37997
63094,106749,5,37996
63095,106749,5,37996
63096,106749,5,37996
63097,106749,5,37996
63099,106749,5,37995
63100,106749,5,37995
63101,106749,5,37995
63102,106749,5,37995
63104,106749,5,37994
63105,106749,5,37994
63106,106749,5,37994
63107,106749,5,37994
63109,106749,5,37993
63110,106749,5,37993
63111,106749,5,37993
63112,106749,5,37993
63114,106749,5,37992
63115,106749,5,37992
63116,106749,5,37992
63117,106749,5,37992
63119,106749,5,37991
63120,106749,5,37991
63121,106749,5,37991
63122,106749,5,37991
63124,106749,5,37990
63125,106749,5,37990
63127,106749,5,37990
63129,106749,5,37989
63131,106749,5,37989
63132,106749,5,37989
63134,106749,5,37988
63135,106749,5,37988
63136,106749,5,37988
63137,106749,5,37988
63140,106749,5,37987
63141,106749,5,37987
63142,106749,5,37987
63144,106749,5,37986
63145,106749,5,37986
63146,106749,5,37986
63147,106749,5,37986
63149,106749,5,37985
63150,106749,5,37985
63152,106749,5,37985
63154,106749,5,37984
63155,106749,5,37984
63156,106749,5,37984
63157,106749,5,37984
63159,106749,5,37983
63160,106749,5,37983
63161,106749,5,37983
63162,106749,5,37983
63164,106749,5,37982
63165,106749,5,37982
63166,106749,5,37982
63167,106749,5,37982
63169,106749,5,37981
63170,106749,5,37981
63171,106749,5,37981
63172,106749,5,37981
63174,106749,5,37980
63175,106749,5,37980
63176,106749,5,37980
63177,106749,5,37980
63180,106749,5,37979
63181,106749,5,37979
63184,106749,5,37978
63185,106749,5,37978
63186,106749,5,37978
63187,106749,5,37978
63189,106749,5,37977
63190,106749,5,37977
63191,106749,5,37977
63192,106749,5,37977
63194,106749,5,37976
63195,106749,5,37976
63196,106749,5,37976
63197,106749,5,37976
63199,106749,5,37975
63200,106749,5,37975
63201,106749,5,37975
63202,106749,5,37975
63204,106749,5,37974
63205,106749,5,37974
63206,106749,5,37974
63207,106749,5,37974
63209,106749,5,37973
63210,106749,5,37973
63211,106749,5,37973
63212,106749,5,37973
63214,106749,5,37972
63215,106749,5,37972
63216,106749,5,37972
63217,106749,5,37972
63219,106749,5,37971
63220,106749,5,37971
63221,106749,5,37971
63222,106749,5,37971
63224,106749,5,37970
63225,106749,5,37970
63226,106749,5,37970
63227,106749,5,37970
63229,106749,5,37969
63230,106749,5,37969
63231,106749,5,37969
63232,106749,5,37969
63234,106749,5,37968
63235,106749,5,37968
63236,106749,5,37968
63237,106749,5,37968
63239,106749,5,37967
63240,106749,5,37967
63241,106749,5,37967
63242,106749,5,37967
63244,106749,5,37966
63245,106749,5,37966
63246,106749,5,37966
63247,106749,5,37966
63249,106749,5,37965
63250,106749,5,37965
63251,106749,5,37965
63252,106749,5,37965
63254,106749,5,37964
63255,106749,5,37964
63256,106749,5,37964
63257,106749,5,37964
63259,106749,5,37963
63260,106749,5,37963
63261,106749,5,37963
63262,106749,5,37963
63264,106749,5,37962
63265,106749,5,37962
63266,106749,5,37962
63267,106749,5,37962
63270,106749,5,37961
63271,106749,5,37961
63272,106749,5,37961
63274,106749,5,37960
63275,106749,5,37960
63276,106749,5,37960
63277,106749,5,37960
63279,106749,5,37959
63280,106749,5,37959
63281,106749,5,37959
63282,106749,5,37959
68147,105694,5,37631
68148,105694,5,37631
68150,105694,5,37630
68152,105694,5,37630
68153,105694,5,37630
68156,105694,5,37629
68158,105694,5,37629
68160,105694,5,37628
68162,105694,5,37628
68163,105694,5,37628
68165,105694,5,37627
68166,105694,5,37627
68167,105694,5,37627
68168,105694,5,37627
68170,105694,5,37626
68171,105694,5,37626
68172,105694,5,37626
68173,105694,5,37626
68175,105694,5,37625
68176,105694,5,37625
68177,105694,5,37625
68178,105694,5,37625
68180,105694,5,37624
68182,105694,5,37624
68183,105694,5,37624
68185,105694,5,37623
68186,105694,5,37623
68187,105694,5,37623
68188,105694,5,37623
68190,105694,5,37622
68191,105694,5,37622
68192,105694,5,37622
68193,105694,5,37622
68195,105694,5,37621
68196,105694,5,37621
68197,105694,5,37621
68198,105694,5,37621
68200,105694,5,37620
68202,105694,5,37620
68203,105694,5,37620
68205,105694,5,37619
68206,105694,5,37619
68208,105694,5,37619
68210,105694,5,37618
68211,105694,5,37618
68212,105694,5,37618
68215,105694,5,37617
68216,105694,5,37617
68217,105694,5,37617
68218,105694,5,37617
68220,105694,5,37616
68222,105694,5,37616
68223,105694,5,37616
68225,105694,5,37615
68226,105694,5,37615
68227,105694,5,37615
68228,105694,5,37615
68230,105694,5,37614
68231,105694,5,37614
68232,105694,5,37614
68233,105694,5,37614
68235,105694,5,37613
68236,105694,5,37613
68238,105694,5,37613
68240,105694,5,37612
68241,105694,5,37612
68242,105694,5,37612
68243,105694,5,37612
68246,105694,5,37611
68247,105694,5,37611
68248,105694,5,37611
68250,105694,5,37610
68252,105694,5,37610
68253,105694,5,37610
68255,105694,5,37609
68256,105694,5,37609
68258,105694,5,37609
68260,105694,5,37608
68261,105694,5,37608
68262,105694,5,37608
68265,105694,5,37607
68266,105694,5,37607
68267,105694,5,37607
68268,105694,5,37607
68270,105694,5,37606
68271,105694,5,37606
68272,105694,5,37606
68275,105694,5,37605
68276,105694,5,37605
68277,105694,5,37605
68278,105694,5,37605
68280,105694,5,37604
68281,105694,5,37604
68282,105694,5,37604
68283,105694,5,37604
68286,105694,5,37603
68287,105694,5,37603
68288,105694,5,37603
68290,105694,5,37602
68291,105694,5,37602
68292,105694,5,37602
68293,105694,5,37602
68295,105694,5,37601
68296,105694,5,37601
68297,105694,5,37601
68298,105694,5,37601
68300,105694,5,37600
68301,105694,5,37600
68302,105694,5,37600
68303,105694,5,37600
68305,105694,5,37599
68306,105694,5,37599
68307,105694,5,37599
68308,105694,5,37599
68310,105694,5,37598
68311,105694,5,37598
68312,105694,5,37598
68313,105694,5,37598
68316,105694,5,37597
68317,105694,5,37597
68318,105694,5,37597
68320,105694,5,37596
68321,105694,5,37596
68322,105694,5,37596
68323,105694,5,37596
68325,105694,5,37595
68326,105694,5,37595
68327,105694,5,37595
68328,105694,5,37595
68330,105694,5,37594
68332,105694,5,37594
68333,105694,5,37594
68335,105694,5,37593
68336,105694,5,37593
68337,105694,5,37593
68338,105694,5,37593
68340,105694,5,37592
68341,105694,5,37592
68342,105694,5,37592
68343,105694,5,37592
68345,105694,5,37591
68346,105694,5,37591
68347,105694,5,37591
68348,105694,5,37591
68350,105694,5,37590
68351,105694,5,37590
68352,105694,5,37590
68353,105694,5,37590
68355,105694,5,37589
68356,105694,5,37589
68357,105694,5,37589
68358,105694,5,37589
68360,105694,5,37588
68361,105694,5,37588
68362,105694,5,37588
68363,105694,5,37588
68365,105694,5,37587
68366,105694,5,37587
68368,105694,5,37587
68370,105694,5,37586
68371,105694,5,37586
68372,105694,5,37586
68373,105694,5,37586
68375,105694,5,37585
68376,105694,5,37585
68377,105694,5,37585
68378,105694,5,37585
68380,105694,5,37584
68381,105694,5,37584
68382,105694,5,37584
68383,105694,5,37584
68386,105694,5,37583
68387,105694,5,37583
68388,105694,5,37583
68390,105694,5,37582
68391,105694,5,37582
68392,105694,5,37582
68393,105694,5,37582
68395,105694,5,37581
68396,105694,5,37581
68397,105694,5,37581
68398,105694,5,37581
68400,105694,5,37580
68401,105694,5,37580
68402,105694,5,37580
68405,105694,5,37579
68406,105694,5,37579
68407,105694,5,37579
68408,105694,5,37579
68410,105694,5,37578
68411,105694,5,37578
68412,105694,5,37578
68413,105694,5,37578
68415,105694,5,37577
68416,105694,5,37577
68417,105694,5,37577
68418,105694,5,37577
68420,105694,5,37576
68422,105694,5,37576
68423,105694,5,37576
68425,105694,5,37575
68426,105694,5,37575
68427,105694,5,37575
68428,105694,5,37575
68430,105694,5,37574
68431,105694,5,37574
68432,105694,5,37574
68433,105694,5,37574
68435,105694,5,37573
68436,105694,5,37573
68437,105694,5,37573
68438,105694,5,37573
68440,105694,5,37572
68442,105694,5,37572
68443,105694,5,37572
68445,105694,5,37571
68446,105694,5,37571
68447,105694,5,37571
68448,105694,5,37571
68450,105694,5,37570
68451,105694,5,37570
68452,105694,5,37570
68453,105694,5,37570
68455,105694,5,37569
68456,105694,5,37569
68457,105694,5,37569
68458,105694,5,37569
68460,105694,5,37568
68461,105694,5,37568
68462,105694,5,37568
68463,105694,5,37568
68465,105694,5,37567
68466,105694,5,37567
68467,105694,5,37567
68468,105694,5,37567
68470,105694,5,37566
68471,105694,5,37566
68472,105694,5,37566
68473,105694,5,37566
68475,105694,5,37565
68476,105694,5,37565
68477,105694,5,37565
68478,105694,5,37565
68480,105694,5,37564
68481,105694,5,37564
68482,105694,5,37564
68483,105694,5,37564
68486,105694,5,37563
68488,105694,5,37563
68490,105694,5,37562
68492,105694,5,37562
68493,105694,5,37562
68496,105694,5,37561
68498,105694,5,37561
85160,101600,1,36348
85191,101600,1,36347
88919,100741,1,35981
93762,99466,1,35475
95801,98685,1,35322
102938,96135,5,34779
102939,96135,5,34779
102941,96135,5,34778
102942,96135,5,34778
102943,96135,5,34778
102944,96135,5,34778
102946,96135,5,34777
102947,96135,5,34777
102948,96135,5,34777
102949,96135,5,34777
102951,96135,5,34776
102952,96135,5,34776
102953,96135,5,34776
102954,96135,5,34776
102956,96135,5,34775
102957,96135,5,34775
102958,96135,5,34775
102959,96135,5,34775
102961,96135,5,34774
102962,96135,5,34774
102963,96135,5,34774
102966,96135,5,34773
102967,96135,5,34773
102968,96135,5,34773
102969,96135,5,34773
102971,96135,5,34772
102972,96135,5,34772
102973,96135,5,34772
102974,96135,5,34772
102976,96135,5,34771
102977,96135,5,34771
102978,96135,5,34771
102979,96135,5,34771
102981,96135,5,34770
102982,96135,5,34770
102983,96135,5,34770
102984,96135,5,34770
102986,96135,5,34769
102987,96135,5,34769
102988,96135,5,34769
102989,96135,5,34769
102991,96135,5,34768
102992,96135,5,34768
102993,96135,5,34768
102994,96135,5,34768
102996,96135,5,34767
102997,96135,5,34767
102999,96135,5,34767
103001,96135,5,34766
103002,96135,5,34766
103004,96135,5,34766
103006,96135,5,34765
103007,96135,5,34765
103008,96135,5,34765
103009,96135,5,34765
103011,96135,5,34764
103012,96135,5,34764
103013,96135,5,34764
103014,96135,5,34764
103016,96135,5,34763
103017,96135,5,34763
103018,96135,5,34763
103019,96135,5,34763
103021,96135,5,34762
103022,96135,5,34762
103023,96135,5,34762
103024,96135,5,34762
103026,96135,5,34761
103027,96135,5,34761
103028,96135,5,34761
103029,96135,5,34761
103031,96135,5,34760
103032,96135,5,34760
103033,96135,5,34760
103034,96135,5,34760
103036,96135,5,34759
103037,96135,5,34759
103038,96135,5,34759
103039,96135,5,34759
103041,96135,5,34758
103042,96135,5,34758
103043,96135,5,34758
103044,96135,5,34758
103046,96135,5,34757
103047,96135,5,34757
103048,96135,5,34757
103049,96135,5,34757
103051,96135,5,34756
103052,96135,5,34756
103053,96135,5,34756
103054,96135,5,34756
103056,96135,5,34755
103057,96135,5,34755
103058,96135,5,34755
103059,96135,5,34755
103061,96135,5,34754
103062,96135,5,34754
103063,96135,5,34754
103066,96135,5,34753
103067,96135,5,34753
103068,96135,5,34753
103069,96135,5,34753
103071,96135,5,34752
103072,96135,5,34752
103073,96135,5,34752
103074,96135,5,34752
103076,96135,5,34751
103077,96135,5,34751
103078,96135,5,34751
103079,96135,5,34751
103081,96135,5,34750
103082,96135,5,34750
103083,96135,5,34750
103084,96135,5,34750
103086,96135,5,34749
103087,96135,5,34749
103088,96135,5,34749
103089,96135,5,34749
103091,96135,5,34748
103092,96135,5,34748
103093,96135,5,34748
103094,96135,5,34748
103096,96135,5,34747
103097,96135,5,34747
103098,96135,5,34747
103099,96135,5,34747
103101,96135,5,34746
103102,96135,5,34746
103104,96135,5,34746
103106,96135,5,34745
103107,96135,5,34745
103108,96135,5,34745
103109,96135,5,34745
103111,96135,5,34744
103112,96135,5,34744
103113,96135,5,34744
103114,96135,5,34744
103116,96135,5,34743
103117,96135,5,34743
103118,96135,5,34743
103119,96135,5,34743
103121,96135,5,34742
103122,96135,5,34742
103123,96135,5,34742
103124,96135,5,34742
103126,96135,5,34741
103127,96135,5,34741
103128,96135,5,34741
103129,96135,5,34741
103131,96135,5,34740
103132,96135,5,34740
103133,96135,5,34740
103134,96135,5,34740
103136,96135,5,34739
103137,96135,5,34739
103139,96135,5,34739
103141,96135,5,34738
103142,96135,5,34738
103146,96135,5,34737
103147,96135,5,34737
103148,96135,5,34737
103149,96135,5,34737
103151,96135,5,34736
103152,96135,5,34736
103153,96135,5,34736
103154,96135,5,34736
103156,96135,5,34735
103157,96135,5,34735
103158,96135,5,34735
103159,96135,5,34735
103161,96135,5,34734
103162,96135,5,34734
103163,96135,5,34734
103164,96135,5,34734
103166,96135,5,34733
103167,96135,5,34733
103168,96135,5,34733
103169,96135,5,34733
103171,96135,5,34732
103173,96135,5,34732
103174,96135,5,34732
103176,96135,5,34731
103177,96135,5,34731
103178,96135,5,34731
103179,96135,5,34731
103181,96135,5,34730
103182,96135,5,34730
103183,96135,5,34730
103184,96135,5,34730
103186,96135,5,34729
103187,96135,5,34729
103188,96135,5,34729
103189,96135,5,34729
103191,96135,5,34728
103192,96135,5,34728
103193,96135,5,34728
103194,96135,5,34728
103196,96135,5,34727
103197,96135,5,34727
103198,96135,5,34727
103199,96135,5,34727
103201,96135,5,34726
103202,96135,5,34726
103203,96135,5,34726
103204,96135,5,34726
103206,96135,5,34725
103207,96135,5,34725
103208,96135,5,34725
103209,96135,5,34725
103212,96135,5,34724
103213,96135,5,34724
103215,96135,5,34723
103217,96135,5,34723
103218,96135,5,34723
103220,96135,5,34722
103221,96135,5,34722
103222,96135,5,34722
103223,96135,5,34722
103226,96135,5,34721
103227,96135,5,34721
103228,96135,5,34721
103230,96135,5,34720
103231,96135,5,34720
103232,96135,5,34720
103233,96135,5,34720
103235,96135,5,34719
103236,96135,5,34719
103237,96135,5,34719
103238,96135,5,34719
103240,96135,5,34718
103241,96135,5,34718
103242,96135,5,34718
103243,96135,5,34718
103245,96135,5,34717
103246,96135,5,34717
103247,96135,5,34717
103250,96135,5,34716
103251,96135,5,34716
103252,96135,5,34716
103253,96135,5,34716
103255,96135,5,34715
103256,96135,5,34715
103257,96135,5,34715
103258,96135,5,34715
103260,96135,5,34714
103263,96135,5,34714
103265,96135,5,34713
103266,96135,5,34713
103267,96135,5,34713
103270,96135,5,34712
103271,96135,5,34712
103272,96135,5,34712
103273,96135,5,34712
103275,96135,5,34711
103276,96135,5,34711
103277,96135,5,34711
103278,96135,5,34711
103280,96135,5,34710
103281,96135,5,34710
103282,96135,5,34710
103283,96135,5,34710
103285,96135,5,34709
103286,96135,5,34709
103287,96135,5,34709
103288,96135,5,34709
103290,96135,5,34708
103292,96135,5,34708
103293,96135,5,34708
103295,96135,5,34707
103296,96135,5,34707
103298,96135,5,34707
103300,96135,5,34706
103302,96135,5,34706
103303,96135,5,34706
103305,96135,5,34705
103306,96135,5,34705
103307,96135,5,34705
103308,96135,5,34705
103310,96135,5,34704
103311,96135,5,34704
103312,96135,5,34704
103315,96135,5,34703
112006,92853,1,34026
112509,92652,5,33984
112510,92652,5,33984
112512,92652,5,33983
112513,92652,5,33983
112515,92652,5,33983
112517,92652,5,33982
112518,92652,5,33982
112519,92652,5,33982
112522,92652,5,33981
112523,92652,5,33981
112524,92652,5,33981
112525,92652,5,33981
112527,92652,5,33980
112528,92652,5,33980
112529,92652,5,33980
112530,92652,5,33980
112532,92652,5,33979
112533,92652,5,33979
112534,92652,5,33979
112535,92652,5,33979
112537,92652,5,33978
112538,92652,5,33978
112539,92652,5,33978
112540,92652,5,33978
112542,92652,5,33977
112543,92652,5,33977
112544,92652,5,33977
112545,92652,5,33977
112547,92652,5,33976
112548,92652,5,33976
112549,92652,5,33976
112553,92652,5,33975
112554,92652,5,33975
112555,92652,5,33975
112557,92652,5,33974
112558,92652,5,33974
112559,92652,5,33974
112560,92652,5,33974
112562,92652,5,33973
112563,92652,5,33973
112564,92652,5,33973
112565,92652,5,33973
112567,92652,5,33972
112568,92652,5,33972
112569,92652,5,33972
112570,92652,5,33972
112572,92652,5,33971
112573,92652,5,33971
112574,92652,5,33971
112575,92652,5,33971
112577,92652,5,33970
112578,92652,5,33970
112580,92652,0,33970
112582,92652,0,33969
112583,92652,0,33969
112585,92652,5,33969
112587,92652,5,33968
112588,92652,5,33968
112589,92652,5,33968
112590,92652,5,33968
112592,92652,5,33967
112593,92652,5,33967
112594,92652,5,33967
112595,92652,5,33967
112597,92652,5,33966
112598,92652,5,33966
112599,92652,5,33966
112600,92652,5,33966
112602,92652,5,33965
112603,92652,5,33965
112604,92652,5,33965
112605,92652,5,33965
112607,92652,0,33964
112609,92652,5,33964
112610,92652,5,33964
112612,92652,5,33963
112613,92652,5,33963
112614,92652,5,33963
112615,92652,5,33963
112617,92652,5,33962
112618,92652,5,33962
112619,92652,5,33962
112620,92652,5,33962
112622,92652,5,33961
112623,92652,5,33961
112624,92652,5,33961
112625,92652,5,33961
112627,92652,5,33960
112628,92652,5,33960
112629,92652,5,33960
112630,92652,5,33960
112632,92652,5,33959
112633,92652,5,33959
112634,92652,5,33959
112635,92652,5,33959
112637,92652,5,33958
112638,92652,5,33958
112639,92652,5,33958
112640,92652,5,33958
112642,92652,5,33957
112643,92652,5,33957
112644,92652,5,33957
112645,92652,5,33957
112647,92652,5,33956
112652,92652,5,33955
112653,92652,5,33955
112654,92652,5,33955
112655,92652,5,33955
112657,92652,5,33954
112658,92652,5,33954
112659,92652,5,33954
112660,92652,5,33954
112662,92652,5,33953
112663,92652,5,33953
112664,92652,5,33953
112665,92652,5,33953
112667,92652,5,33952
112668,92652,5,33952
112669,92652,5,33952
112670,92652,5,33952
112672,92652,5,33951
112673,92652,5,33951
112674,92652,5,33951
112675,92652,5,33951
112677,92652,5,33950
112678,92652,5,33950
112679,92652,5,33950
112680,92652,5,33950
112682,92652,5,33949
112689,92652,5,33948
112690,92652,5,33948
112692,92652,5,33947
112693,92652,5,33947
112694,92652,5,33947
112695,92652,5,33947
112697,92652,5,33946
112698,92652,5,33946
112699,92652,5,33946
112700,92652,5,33946
112702,92652,5,33945
112705,92652,5,33945
112707,92652,5,33944
112708,92652,5,33944
112709,92652,5,33944
112710,92652,5,33944
112712,92652,5,33943
112713,92652,5,33943
112714,92652,5,33943
112715,92652,5,33943
112717,92652,5,33942
112718,92652,5,33942
112719,92652,5,33942
112720,92652,5,33942
112722,92652,5,33941
112723,92652,5,33941
112724,92652,5,33941
112725,92652,5,33941
112727,92652,5,33940
112728,92652,5,33940
112733,92652,5,33939
112734,92652,5,33939
112735,92652,5,33939
112737,92652,5,33938
112738,92652,5,33938
112739,92652,5,33938
112740,92652,5,33938
112742,92652,5,33937
112743,92652,5,33937
112744,92652,5,33937
112745,92652,5,33937
112747,92652,5,33936
112748,92652,5,33936
112749,92652,5,33936
112750,92652,5,33936
112752,92652,5,33935
112753,92652,5,33935
112754,92652,5,33935
112755,92652,5,33935
112757,92652,5,33934
112758,92652,5,33934
112759,92652,5,33934
112760,92652,5,33934
112765,92652,5,33933
112767,92652,5,33932
112768,92652,5,33932
112769,92652,5,33932
112770,92652,5,33932
112772,92652,5,33931
112773,92652,5,33931
112774,92652,5,33931
112775,92652,5,33931
112777,92652,5,33930
112778,92652,5,33930
112779,92652,5,33930
112780,92652,5,33930
112782,92652,5,33929
112783,92652,5,33929
112784,92652,5,33929
112785,92652,5,33929
112787,92652,5,33928
112788,92652,5,33928
112789,92652,5,33928
112790,92652,5,33928
112793,92652,5,33927
112794,92652,5,33927
112795,92652,5,33927
112797,92652,5,33926
112798,92652,5,33926
112799,92652,5,33926
112800,92652,5,33926
112802,92652,5,33925
112803,92652,5,33925
112804,92652,5,33925
112805,92652,5,33925
112807,92652,5,33924
112808,92652,5,33924
112809,92652,5,33924
112810,92652,5,33924
112812,92652,5,33923
112813,92652,5,33923
112814,92652,5,33923
112815,92652,5,33923
112818,92652,5,33922
112819,92652,5,33922
112820,92652,5,33922
112822,92652,5,33921
112823,92652,5,33921
112824,92652,5,33921
112825,92652,5,33921
112827,92652,5,33920
112828,92652,5,33920
112829,92652,5,33920
112830,92652,5,33920
112832,92652,5,33919
112834,92652,5,33919
112835,92652,5,33919
112837,92652,5,33918
112838,92652,5,33918
112839,92652,5,33918
112840,92652,5,33918
112842,92652,5,33917
112843,92652,5,33917
112844,92652,5,33917
112845,92652,5,33917
112847,92652,5,33916
112848,92652,5,33916
112849,92652,5,33916
112850,92652,5,33916
112854,92652,5,33915
112855,92652,5,33915
112857,92652,5,33914
112858,92652,5,33914
112859,92652,5,33914
112860,92652,5,33914
112862,92652,5,33913
112863,92652,5,33913
112864,92652,5,33913
112865,92652,5,33913
112867,92652,5,33912
112868,92652,5,33912
112869,92652,5,33912
112870,92652,5,33912
112872,92652,5,33911
112873,92652,5,33911
112874,92652,5,33911
112875,92652,5,33911
112879,92652,5,33910
112880,92652,5,33910
112882,92652,5,33909
112883,92652,5,33909
112884,92652,5,33909
