basis,rate,policy,date,arrivals,capacity,extra_paid_hours,opening_backlog,completed,closing_backlog,unused_capacity,oldest_backlog_days
deduplicated_sensitivity,30,overtime,2023-09-10,490,0,0,0,0,490,0,0
deduplicated_sensitivity,30,overtime,2023-09-11,0,1224,0,490,490,0,734,0
deduplicated_sensitivity,30,overtime,2023-09-12,2188,1530,12,0,1530,658,0,0
deduplicated_sensitivity,30,overtime,2023-09-13,1403,1530,12,658,1530,531,0,0
deduplicated_sensitivity,30,overtime,2023-09-14,0,1224,0,531,531,0,693,0
deduplicated_sensitivity,30,overtime,2023-09-15,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,overtime,2023-09-16,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,overtime,2023-09-17,515,0,0,0,0,515,0,0
deduplicated_sensitivity,30,overtime,2023-09-18,32,1224,0,515,547,0,677,0
deduplicated_sensitivity,30,overtime,2023-09-19,3603,1530,12,0,1530,2073,0,0
deduplicated_sensitivity,30,overtime,2023-09-20,0,1530,12,2073,1530,543,0,1
deduplicated_sensitivity,30,overtime,2023-09-21,2785,1530,12,543,1530,1798,0,0
deduplicated_sensitivity,30,overtime,2023-09-22,0,1530,12,1798,1530,268,0,1
deduplicated_sensitivity,30,overtime,2023-09-23,0,0,0,268,0,268,0,2
deduplicated_sensitivity,30,overtime,2023-09-24,0,0,0,268,0,268,0,3
deduplicated_sensitivity,30,overtime,2023-09-25,2378,1530,12,268,1530,1116,0,0
deduplicated_sensitivity,30,overtime,2023-09-26,131,1530,12,1116,1247,0,283,0
deduplicated_sensitivity,30,overtime,2023-09-27,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,overtime,2023-09-28,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,overtime,2023-09-29,108,1224,0,0,108,0,1116,0
deduplicated_sensitivity,30,overtime,2023-09-30,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,overtime,2023-10-01,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,overtime,2023-10-02,5347,1530,12,0,1530,3817,0,0
deduplicated_sensitivity,30,overtime,2023-10-03,136,1530,12,3817,1530,2423,0,1
deduplicated_sensitivity,30,overtime,2023-10-04,60,1530,12,2423,1530,953,0,2
deduplicated_sensitivity,30,overtime,2023-10-05,2341,1530,12,953,1530,1764,0,0
deduplicated_sensitivity,30,overtime,2023-10-06,1451,1530,12,1764,1530,1685,0,1
deduplicated_sensitivity,30,overtime,2023-10-07,0,0,0,1685,0,1685,0,2
deduplicated_sensitivity,30,overtime,2023-10-08,0,0,0,1685,0,1685,0,3
deduplicated_sensitivity,30,overtime,2023-10-09,0,1530,12,1685,1530,155,0,3
deduplicated_sensitivity,30,overtime,2023-10-10,3,1224,0,155,158,0,1066,0
deduplicated_sensitivity,30,overtime,2023-10-11,319,1224,0,0,319,0,905,0
deduplicated_sensitivity,30,overtime,2023-10-12,1938,1530,12,0,1530,408,0,0
deduplicated_sensitivity,30,overtime,2023-10-13,1900,1530,12,408,1530,778,0,0
deduplicated_sensitivity,30,overtime,2023-10-14,0,0,0,778,0,778,0,1
deduplicated_sensitivity,30,overtime,2023-10-15,0,0,0,778,0,778,0,2
deduplicated_sensitivity,30,overtime,2023-10-16,1273,1530,12,778,1530,521,0,0
deduplicated_sensitivity,30,overtime,2023-10-17,720,1530,12,521,1241,0,289,0
deduplicated_sensitivity,30,overtime,2023-10-18,815,1224,0,0,815,0,409,0
deduplicated_sensitivity,30,overtime,2023-10-19,531,1224,0,0,531,0,693,0
deduplicated_sensitivity,30,overtime,2023-10-20,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,overtime,2023-10-21,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,overtime,2023-10-22,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,overtime,2023-10-23,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,overtime,2023-10-24,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,overtime,2023-10-25,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,overtime,2023-10-26,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,overtime,2023-10-27,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,overtime,2023-10-28,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,overtime,2023-10-29,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,overtime,2023-10-30,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,overtime,2023-10-31,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,overtime,2023-11-01,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,overtime,2023-11-02,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,temporary,2023-01-05,2254,1224,0,0,1224,1030,0,0
deduplicated_sensitivity,30,temporary,2023-01-06,1556,1224,0,1030,1224,1362,0,0
deduplicated_sensitivity,30,temporary,2023-01-07,0,0,0,1362,0,1362,0,1
deduplicated_sensitivity,30,temporary,2023-01-08,0,0,0,1362,0,1362,0,2
deduplicated_sensitivity,30,temporary,2023-01-09,1374,1550,16,1362,1550,1186,0,0
deduplicated_sensitivity,30,temporary,2023-01-10,1551,1224,0,1186,1224,1513,0,0
deduplicated_sensitivity,30,temporary,2023-01-11,807,1550,16,1513,1550,770,0,0
deduplicated_sensitivity,30,temporary,2023-01-12,1897,1224,0,770,1224,1443,0,0
deduplicated_sensitivity,30,temporary,2023-01-13,660,1550,16,1443,1550,553,0,0
deduplicated_sensitivity,30,temporary,2023-01-14,0,0,0,553,0,553,0,1
deduplicated_sensitivity,30,temporary,2023-01-15,0,0,0,553,0,553,0,2
deduplicated_sensitivity,30,temporary,2023-01-16,885,1224,0,553,1224,214,0,0
deduplicated_sensitivity,30,temporary,2023-01-17,997,1224,0,214,1211,0,13,0
deduplicated_sensitivity,30,temporary,2023-01-18,1908,1224,0,0,1224,684,0,0
deduplicated_sensitivity,30,temporary,2023-01-19,250,1224,0,684,934,0,290,0
deduplicated_sensitivity,30,temporary,2023-01-20,321,1224,0,0,321,0,903,0
deduplicated_sensitivity,30,temporary,2023-01-21,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-01-22,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-01-23,856,1224,0,0,856,0,368,0
deduplicated_sensitivity,30,temporary,2023-01-24,563,1224,0,0,563,0,661,0
deduplicated_sensitivity,30,temporary,2023-01-25,1384,1224,0,0,1224,160,0,0
deduplicated_sensitivity,30,temporary,2023-01-26,871,1224,0,160,1031,0,193,0
deduplicated_sensitivity,30,temporary,2023-01-27,730,1224,0,0,730,0,494,0
deduplicated_sensitivity,30,temporary,2023-01-28,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-01-29,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-01-30,1083,1224,0,0,1083,0,141,0
deduplicated_sensitivity,30,temporary,2023-01-31,1023,1224,0,0,1023,0,201,0
deduplicated_sensitivity,30,temporary,2023-02-01,278,1224,0,0,278,0,946,0
deduplicated_sensitivity,30,temporary,2023-02-02,1293,1224,0,0,1224,69,0,0
deduplicated_sensitivity,30,temporary,2023-02-03,662,1224,0,69,731,0,493,0
deduplicated_sensitivity,30,temporary,2023-02-04,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-02-05,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-02-06,1526,1224,0,0,1224,302,0,0
deduplicated_sensitivity,30,temporary,2023-02-07,854,1224,0,302,1156,0,68,0
deduplicated_sensitivity,30,temporary,2023-02-08,975,1224,0,0,975,0,249,0
deduplicated_sensitivity,30,temporary,2023-02-09,1707,1224,0,0,1224,483,0,0
deduplicated_sensitivity,30,temporary,2023-02-10,462,1224,0,483,945,0,279,0
deduplicated_sensitivity,30,temporary,2023-02-11,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-02-12,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-02-13,1306,1224,0,0,1224,82,0,0
deduplicated_sensitivity,30,temporary,2023-02-14,638,1224,0,82,720,0,504,0
deduplicated_sensitivity,30,temporary,2023-02-15,384,1224,0,0,384,0,840,0
deduplicated_sensitivity,30,temporary,2023-02-16,2383,1224,0,0,1224,1159,0,0
deduplicated_sensitivity,30,temporary,2023-02-17,0,1224,0,1159,1159,0,65,0
deduplicated_sensitivity,30,temporary,2023-02-18,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-02-19,510,0,0,0,0,510,0,0
deduplicated_sensitivity,30,temporary,2023-02-20,0,1224,0,510,510,0,714,0
deduplicated_sensitivity,30,temporary,2023-02-21,1943,1224,0,0,1224,719,0,0
deduplicated_sensitivity,30,temporary,2023-02-22,1414,1224,0,719,1224,909,0,0
deduplicated_sensitivity,30,temporary,2023-02-23,1907,1224,0,909,1224,1592,0,0
deduplicated_sensitivity,30,temporary,2023-02-24,1163,1550,16,1592,1550,1205,0,1
deduplicated_sensitivity,30,temporary,2023-02-25,0,0,0,1205,0,1205,0,2
deduplicated_sensitivity,30,temporary,2023-02-26,0,0,0,1205,0,1205,0,3
deduplicated_sensitivity,30,temporary,2023-02-27,1496,1224,0,1205,1224,1477,0,0
deduplicated_sensitivity,30,temporary,2023-02-28,1134,1550,16,1477,1550,1061,0,0
deduplicated_sensitivity,30,temporary,2023-03-01,227,1224,0,1061,1224,64,0,0
deduplicated_sensitivity,30,temporary,2023-03-02,2495,1224,0,64,1224,1335,0,0
deduplicated_sensitivity,30,temporary,2023-03-03,708,1550,16,1335,1550,493,0,0
deduplicated_sensitivity,30,temporary,2023-03-04,0,0,0,493,0,493,0,1
deduplicated_sensitivity,30,temporary,2023-03-05,0,0,0,493,0,493,0,2
deduplicated_sensitivity,30,temporary,2023-03-06,1586,1224,0,493,1224,855,0,0
deduplicated_sensitivity,30,temporary,2023-03-07,479,1224,0,855,1224,110,0,0
deduplicated_sensitivity,30,temporary,2023-03-08,1728,1224,0,110,1224,614,0,0
deduplicated_sensitivity,30,temporary,2023-03-09,1078,1224,0,614,1224,468,0,0
deduplicated_sensitivity,30,temporary,2023-03-10,382,1224,0,468,850,0,374,0
deduplicated_sensitivity,30,temporary,2023-03-11,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-03-12,437,0,0,0,0,437,0,0
deduplicated_sensitivity,30,temporary,2023-03-13,0,1224,0,437,437,0,787,0
deduplicated_sensitivity,30,temporary,2023-03-14,1656,1224,0,0,1224,432,0,0
deduplicated_sensitivity,30,temporary,2023-03-15,384,1224,0,432,816,0,408,0
deduplicated_sensitivity,30,temporary,2023-03-16,1518,1224,0,0,1224,294,0,0
deduplicated_sensitivity,30,temporary,2023-03-17,2400,1224,0,294,1224,1470,0,0
deduplicated_sensitivity,30,temporary,2023-03-18,0,0,0,1470,0,1470,0,1
deduplicated_sensitivity,30,temporary,2023-03-19,0,0,0,1470,0,1470,0,2
deduplicated_sensitivity,30,temporary,2023-03-20,0,1550,16,1470,1470,0,80,0
deduplicated_sensitivity,30,temporary,2023-03-21,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,temporary,2023-03-22,5910,1224,0,0,1224,4686,0,0
deduplicated_sensitivity,30,temporary,2023-03-23,0,1550,16,4686,1550,3136,0,1
deduplicated_sensitivity,30,temporary,2023-03-24,0,1550,16,3136,1550,1586,0,2
deduplicated_sensitivity,30,temporary,2023-03-25,0,0,0,1586,0,1586,0,3
deduplicated_sensitivity,30,temporary,2023-03-26,0,0,0,1586,0,1586,0,4
deduplicated_sensitivity,30,temporary,2023-03-27,1277,1550,16,1586,1550,1313,0,5
deduplicated_sensitivity,30,temporary,2023-03-28,102,1550,16,1313,1415,0,135,0
deduplicated_sensitivity,30,temporary,2023-03-29,3482,1224,0,0,1224,2258,0,0
deduplicated_sensitivity,30,temporary,2023-03-30,0,1550,16,2258,1550,708,0,1
deduplicated_sensitivity,30,temporary,2023-03-31,0,1224,0,708,708,0,516,0
deduplicated_sensitivity,30,temporary,2023-04-01,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-04-02,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-04-03,3070,1224,0,0,1224,1846,0,0
deduplicated_sensitivity,30,temporary,2023-04-04,1432,1550,16,1846,1550,1728,0,1
deduplicated_sensitivity,30,temporary,2023-04-05,808,1550,16,1728,1550,986,0,1
deduplicated_sensitivity,30,temporary,2023-04-06,909,1224,0,986,1224,671,0,0
deduplicated_sensitivity,30,temporary,2023-04-07,0,1224,0,671,671,0,553,0
deduplicated_sensitivity,30,temporary,2023-04-08,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-04-09,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-04-10,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,temporary,2023-04-11,1284,1224,0,0,1224,60,0,0
deduplicated_sensitivity,30,temporary,2023-04-12,0,1224,0,60,60,0,1164,0
deduplicated_sensitivity,30,temporary,2023-04-13,3489,1224,0,0,1224,2265,0,0
deduplicated_sensitivity,30,temporary,2023-04-14,0,1550,16,2265,1550,715,0,1
deduplicated_sensitivity,30,temporary,2023-04-15,0,0,0,715,0,715,0,2
deduplicated_sensitivity,30,temporary,2023-04-16,0,0,0,715,0,715,0,3
deduplicated_sensitivity,30,temporary,2023-04-17,2661,1224,0,715,1224,2152,0,0
deduplicated_sensitivity,30,temporary,2023-04-18,513,1550,16,2152,1550,1115,0,1
deduplicated_sensitivity,30,temporary,2023-04-19,1325,1224,0,1115,1224,1216,0,0
deduplicated_sensitivity,30,temporary,2023-04-20,878,1224,0,1216,1224,870,0,0
deduplicated_sensitivity,30,temporary,2023-04-21,497,1224,0,870,1224,143,0,0
deduplicated_sensitivity,30,temporary,2023-04-22,0,0,0,143,0,143,0,1
deduplicated_sensitivity,30,temporary,2023-04-23,0,0,0,143,0,143,0,2
deduplicated_sensitivity,30,temporary,2023-04-24,1800,1224,0,143,1224,719,0,0
deduplicated_sensitivity,30,temporary,2023-04-25,819,1224,0,719,1224,314,0,0
deduplicated_sensitivity,30,temporary,2023-04-26,1591,1224,0,314,1224,681,0,0
deduplicated_sensitivity,30,temporary,2023-04-27,327,1224,0,681,1008,0,216,0
deduplicated_sensitivity,30,temporary,2023-04-28,432,1224,0,0,432,0,792,0
deduplicated_sensitivity,30,temporary,2023-04-29,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-04-30,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-05-01,986,1224,0,0,986,0,238,0
deduplicated_sensitivity,30,temporary,2023-05-02,1145,1224,0,0,1145,0,79,0
deduplicated_sensitivity,30,temporary,2023-05-03,1466,1224,0,0,1224,242,0,0
deduplicated_sensitivity,30,temporary,2023-05-04,2698,1224,0,242,1224,1716,0,0
deduplicated_sensitivity,30,temporary,2023-05-05,930,1550,16,1716,1550,1096,0,1
deduplicated_sensitivity,30,temporary,2023-05-06,0,0,0,1096,0,1096,0,2
deduplicated_sensitivity,30,temporary,2023-05-07,0,0,0,1096,0,1096,0,3
deduplicated_sensitivity,30,temporary,2023-05-08,1028,1224,0,1096,1224,900,0,0
deduplicated_sensitivity,30,temporary,2023-05-09,1881,1224,0,900,1224,1557,0,0
deduplicated_sensitivity,30,temporary,2023-05-10,0,1550,16,1557,1550,7,0,1
deduplicated_sensitivity,30,temporary,2023-05-11,1986,1224,0,7,1224,769,0,0
deduplicated_sensitivity,30,temporary,2023-05-12,744,1224,0,769,1224,289,0,0
deduplicated_sensitivity,30,temporary,2023-05-13,0,0,0,289,0,289,0,1
deduplicated_sensitivity,30,temporary,2023-05-14,0,0,0,289,0,289,0,2
deduplicated_sensitivity,30,temporary,2023-05-15,1049,1224,0,289,1224,114,0,0
deduplicated_sensitivity,30,temporary,2023-05-16,2427,1224,0,114,1224,1317,0,0
deduplicated_sensitivity,30,temporary,2023-05-17,0,1550,16,1317,1317,0,233,0
deduplicated_sensitivity,30,temporary,2023-05-18,1999,1224,0,0,1224,775,0,0
deduplicated_sensitivity,30,temporary,2023-05-19,1526,1224,0,775,1224,1077,0,0
deduplicated_sensitivity,30,temporary,2023-05-20,0,0,0,1077,0,1077,0,1
deduplicated_sensitivity,30,temporary,2023-05-21,0,0,0,1077,0,1077,0,2
deduplicated_sensitivity,30,temporary,2023-05-22,0,1224,0,1077,1077,0,147,0
deduplicated_sensitivity,30,temporary,2023-05-23,1866,1224,0,0,1224,642,0,0
deduplicated_sensitivity,30,temporary,2023-05-24,0,1224,0,642,642,0,582,0
deduplicated_sensitivity,30,temporary,2023-05-25,1869,1224,0,0,1224,645,0,0
deduplicated_sensitivity,30,temporary,2023-05-26,1358,1224,0,645,1224,779,0,0
deduplicated_sensitivity,30,temporary,2023-05-27,0,0,0,779,0,779,0,1
deduplicated_sensitivity,30,temporary,2023-05-28,0,0,0,779,0,779,0,2
deduplicated_sensitivity,30,temporary,2023-05-29,1285,1224,0,779,1224,840,0,0
deduplicated_sensitivity,30,temporary,2023-05-30,1585,1224,0,840,1224,1201,0,0
deduplicated_sensitivity,30,temporary,2023-05-31,1369,1224,0,1201,1224,1346,0,0
deduplicated_sensitivity,30,temporary,2023-06-01,709,1550,16,1346,1550,505,0,0
deduplicated_sensitivity,30,temporary,2023-06-02,117,1224,0,505,622,0,602,0
deduplicated_sensitivity,30,temporary,2023-06-03,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-06-04,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-06-05,1450,1224,0,0,1224,226,0,0
deduplicated_sensitivity,30,temporary,2023-06-06,956,1224,0,226,1182,0,42,0
deduplicated_sensitivity,30,temporary,2023-06-07,1544,1224,0,0,1224,320,0,0
deduplicated_sensitivity,30,temporary,2023-06-08,122,1224,0,320,442,0,782,0
deduplicated_sensitivity,30,temporary,2023-06-09,708,1224,0,0,708,0,516,0
deduplicated_sensitivity,30,temporary,2023-06-10,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-06-11,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-06-12,1282,1224,0,0,1224,58,0,0
deduplicated_sensitivity,30,temporary,2023-06-13,521,1224,0,58,579,0,645,0
deduplicated_sensitivity,30,temporary,2023-06-14,2095,1224,0,0,1224,871,0,0
deduplicated_sensitivity,30,temporary,2023-06-15,478,1224,0,871,1224,125,0,0
deduplicated_sensitivity,30,temporary,2023-06-16,143,1224,0,125,268,0,956,0
deduplicated_sensitivity,30,temporary,2023-06-17,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-06-18,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-06-19,1981,1224,0,0,1224,757,0,0
deduplicated_sensitivity,30,temporary,2023-06-20,679,1224,0,757,1224,212,0,0
deduplicated_sensitivity,30,temporary,2023-06-21,536,1224,0,212,748,0,476,0
deduplicated_sensitivity,30,temporary,2023-06-22,517,1224,0,0,517,0,707,0
deduplicated_sensitivity,30,temporary,2023-06-23,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,temporary,2023-06-24,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-06-25,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-06-26,2050,1224,0,0,1224,826,0,0
deduplicated_sensitivity,30,temporary,2023-06-27,1895,1224,0,826,1224,1497,0,0
deduplicated_sensitivity,30,temporary,2023-06-28,636,1550,16,1497,1550,583,0,0
deduplicated_sensitivity,30,temporary,2023-06-29,186,1224,0,583,769,0,455,0
deduplicated_sensitivity,30,temporary,2023-06-30,515,1224,0,0,515,0,709,0
deduplicated_sensitivity,30,temporary,2023-07-01,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-07-02,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-07-03,1355,1224,0,0,1224,131,0,0
deduplicated_sensitivity,30,temporary,2023-07-04,1260,1224,0,131,1224,167,0,0
deduplicated_sensitivity,30,temporary,2023-07-05,0,1224,0,167,167,0,1057,0
deduplicated_sensitivity,30,temporary,2023-07-06,2395,1224,0,0,1224,1171,0,0
deduplicated_sensitivity,30,temporary,2023-07-07,180,1224,0,1171,1224,127,0,0
deduplicated_sensitivity,30,temporary,2023-07-08,0,0,0,127,0,127,0,1
deduplicated_sensitivity,30,temporary,2023-07-09,0,0,0,127,0,127,0,2
deduplicated_sensitivity,30,temporary,2023-07-10,952,1224,0,127,1079,0,145,0
deduplicated_sensitivity,30,temporary,2023-07-11,1711,1224,0,0,1224,487,0,0
deduplicated_sensitivity,30,temporary,2023-07-12,1009,1224,0,487,1224,272,0,0
deduplicated_sensitivity,30,temporary,2023-07-13,549,1224,0,272,821,0,403,0
deduplicated_sensitivity,30,temporary,2023-07-14,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,temporary,2023-07-15,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-07-16,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-07-17,1685,1224,0,0,1224,461,0,0
deduplicated_sensitivity,30,temporary,2023-07-18,1697,1224,0,461,1224,934,0,0
deduplicated_sensitivity,30,temporary,2023-07-19,992,1224,0,934,1224,702,0,0
deduplicated_sensitivity,30,temporary,2023-07-20,339,1224,0,702,1041,0,183,0
deduplicated_sensitivity,30,temporary,2023-07-21,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,temporary,2023-07-22,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-07-23,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-07-24,1087,1224,0,0,1087,0,137,0
deduplicated_sensitivity,30,temporary,2023-07-25,865,1224,0,0,865,0,359,0
deduplicated_sensitivity,30,temporary,2023-07-26,469,1224,0,0,469,0,755,0
deduplicated_sensitivity,30,temporary,2023-07-27,586,1224,0,0,586,0,638,0
deduplicated_sensitivity,30,temporary,2023-07-28,668,1224,0,0,668,0,556,0
deduplicated_sensitivity,30,temporary,2023-07-29,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-07-30,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-07-31,590,1224,0,0,590,0,634,0
deduplicated_sensitivity,30,temporary,2023-08-01,557,1224,0,0,557,0,667,0
deduplicated_sensitivity,30,temporary,2023-08-02,126,1224,0,0,126,0,1098,0
deduplicated_sensitivity,30,temporary,2023-08-03,549,1224,0,0,549,0,675,0
deduplicated_sensitivity,30,temporary,2023-08-04,235,1224,0,0,235,0,989,0
deduplicated_sensitivity,30,temporary,2023-08-05,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-08-06,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-08-07,1728,1224,0,0,1224,504,0,0
deduplicated_sensitivity,30,temporary,2023-08-08,625,1224,0,504,1129,0,95,0
deduplicated_sensitivity,30,temporary,2023-08-09,573,1224,0,0,573,0,651,0
deduplicated_sensitivity,30,temporary,2023-08-10,736,1224,0,0,736,0,488,0
deduplicated_sensitivity,30,temporary,2023-08-11,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,temporary,2023-08-12,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-08-13,1231,0,0,0,0,1231,0,0
deduplicated_sensitivity,30,temporary,2023-08-14,0,1550,16,1231,1231,0,319,0
deduplicated_sensitivity,30,temporary,2023-08-15,1238,1224,0,0,1224,14,0,0
deduplicated_sensitivity,30,temporary,2023-08-16,899,1224,0,14,913,0,311,0
deduplicated_sensitivity,30,temporary,2023-08-17,1202,1224,0,0,1202,0,22,0
deduplicated_sensitivity,30,temporary,2023-08-18,12,1224,0,0,12,0,1212,0
deduplicated_sensitivity,30,temporary,2023-08-19,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-08-20,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-08-21,18,1224,0,0,18,0,1206,0
deduplicated_sensitivity,30,temporary,2023-08-22,4599,1224,0,0,1224,3375,0,0
deduplicated_sensitivity,30,temporary,2023-08-23,70,1550,16,3375,1550,1895,0,1
deduplicated_sensitivity,30,temporary,2023-08-24,2856,1550,16,1895,1550,3201,0,2
deduplicated_sensitivity,30,temporary,2023-08-25,0,1550,16,3201,1550,1651,0,1
deduplicated_sensitivity,30,temporary,2023-08-26,0,0,0,1651,0,1651,0,2
deduplicated_sensitivity,30,temporary,2023-08-27,0,0,0,1651,0,1651,0,3
deduplicated_sensitivity,30,temporary,2023-08-28,2483,1550,16,1651,1550,2584,0,4
deduplicated_sensitivity,30,temporary,2023-08-29,615,1550,16,2584,1550,1649,0,1
deduplicated_sensitivity,30,temporary,2023-08-30,1178,1550,16,1649,1550,1277,0,1
deduplicated_sensitivity,30,temporary,2023-08-31,1595,1550,16,1277,1550,1322,0,0
deduplicated_sensitivity,30,temporary,2023-09-01,1147,1550,16,1322,1550,919,0,0
deduplicated_sensitivity,30,temporary,2023-09-02,0,0,0,919,0,919,0,1
deduplicated_sensitivity,30,temporary,2023-09-03,0,0,0,919,0,919,0,2
deduplicated_sensitivity,30,temporary,2023-09-04,0,1224,0,919,919,0,305,0
deduplicated_sensitivity,30,temporary,2023-09-05,1323,1224,0,0,1224,99,0,0
deduplicated_sensitivity,30,temporary,2023-09-06,826,1224,0,99,925,0,299,0
deduplicated_sensitivity,30,temporary,2023-09-07,802,1224,0,0,802,0,422,0
deduplicated_sensitivity,30,temporary,2023-09-08,375,1224,0,0,375,0,849,0
deduplicated_sensitivity,30,temporary,2023-09-09,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-09-10,490,0,0,0,0,490,0,0
deduplicated_sensitivity,30,temporary,2023-09-11,0,1224,0,490,490,0,734,0
deduplicated_sensitivity,30,temporary,2023-09-12,2188,1224,0,0,1224,964,0,0
deduplicated_sensitivity,30,temporary,2023-09-13,1403,1224,0,964,1224,1143,0,0
deduplicated_sensitivity,30,temporary,2023-09-14,0,1224,0,1143,1143,0,81,0
deduplicated_sensitivity,30,temporary,2023-09-15,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,temporary,2023-09-16,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-09-17,515,0,0,0,0,515,0,0
deduplicated_sensitivity,30,temporary,2023-09-18,32,1224,0,515,547,0,677,0
deduplicated_sensitivity,30,temporary,2023-09-19,3603,1224,0,0,1224,2379,0,0
deduplicated_sensitivity,30,temporary,2023-09-20,0,1550,16,2379,1550,829,0,1
deduplicated_sensitivity,30,temporary,2023-09-21,2785,1224,0,829,1224,2390,0,0
deduplicated_sensitivity,30,temporary,2023-09-22,0,1550,16,2390,1550,840,0,1
deduplicated_sensitivity,30,temporary,2023-09-23,0,0,0,840,0,840,0,2
deduplicated_sensitivity,30,temporary,2023-09-24,0,0,0,840,0,840,0,3
deduplicated_sensitivity,30,temporary,2023-09-25,2378,1224,0,840,1224,1994,0,0
deduplicated_sensitivity,30,temporary,2023-09-26,131,1550,16,1994,1550,575,0,1
deduplicated_sensitivity,30,temporary,2023-09-27,0,1224,0,575,575,0,649,0
deduplicated_sensitivity,30,temporary,2023-09-28,0,1224,0,0,0,0,1224,0
deduplicated_sensitivity,30,temporary,2023-09-29,108,1224,0,0,108,0,1116,0
deduplicated_sensitivity,30,temporary,2023-09-30,0,0,0,0,0,0,0,0
deduplicated_sensitivity,30,temporary,2023-10-01,0,0,0,0,0,0,0,0
