order_id,date,month,units,source_rows,segment
100000,2023-03-14,2023-03,1,1,small_1_5
100001,2023-03-14,2023-03,18,15,large_over_5
100002,2023-03-14,2023-03,7,5,large_over_5
100003,2023-03-14,2023-03,36,19,large_over_5
100004,2023-03-14,2023-03,4,3,small_1_5
100005,2023-03-14,2023-03,1,1,small_1_5
100006,2023-03-14,2023-03,1,1,small_1_5
100007,2023-03-14,2023-03,2,1,small_1_5
100008,2023-03-14,2023-03,1,1,small_1_5
100009,2023-03-14,2023-03,1,1,small_1_5
100010,2023-03-14,2023-03,2,2,small_1_5
100011,2023-03-14,2023-03,2,1,small_1_5
100012,2023-03-14,2023-03,34,20,large_over_5
100013,2023-03-14,2023-03,1,1,small_1_5
100014,2023-03-14,2023-03,1,1,small_1_5
100015,2023-03-14,2023-03,9,9,large_over_5
100016,2023-03-14,2023-03,1,1,small_1_5
100017,2023-03-14,2023-03,1,1,small_1_5
100018,2023-03-14,2023-03,4,4,small_1_5
100019,2023-03-14,2023-03,6,6,large_over_5
100020,2023-03-14,2023-03,2,2,small_1_5
100021,2023-03-14,2023-03,18,6,large_over_5
100022,2023-03-14,2023-03,3,3,small_1_5
100023,2023-03-14,2023-03,3,1,small_1_5
100024,2023-03-15,2023-03,1,1,small_1_5
100025,2023-03-15,2023-03,1,1,small_1_5
100026,2023-03-15,2023-03,1,1,small_1_5
100027,2023-03-15,2023-03,1,1,small_1_5
100028,2023-03-15,2023-03,2,1,small_1_5
100029,2023-03-15,2023-03,2,1,small_1_5
100030,2023-03-15,2023-03,1,1,small_1_5
100031,2023-03-15,2023-03,2,1,small_1_5
100032,2023-03-15,2023-03,1,1,small_1_5
100033,2023-03-15,2023-03,1,1,small_1_5
100034,2023-03-15,2023-03,3,2,small_1_5
100035,2023-03-15,2023-03,1,1,small_1_5
100036,2023-03-15,2023-03,6,1,large_over_5
100037,2023-03-15,2023-03,1,1,small_1_5
100038,2023-03-15,2023-03,3,1,small_1_5
100039,2023-03-15,2023-03,1,1,small_1_5
100040,2023-03-15,2023-03,1,1,small_1_5
100041,2023-03-15,2023-03,4,1,small_1_5
100042,2023-03-15,2023-03,1,1,small_1_5
100043,2023-03-15,2023-03,8,1,large_over_5
100044,2023-03-15,2023-03,7,2,large_over_5
100045,2023-03-15,2023-03,1,1,small_1_5
100046,2023-03-15,2023-03,1,1,small_1_5
100047,2023-03-15,2023-03,1,1,small_1_5
100048,2023-03-15,2023-03,3,3,small_1_5
100049,2023-03-15,2023-03,2,2,small_1_5
100050,2023-03-15,2023-03,2,1,small_1_5
100051,2023-03-15,2023-03,2,1,small_1_5
100052,2023-03-15,2023-03,1,1,small_1_5
100053,2023-03-15,2023-03,1,1,small_1_5
100054,2023-03-15,2023-03,2,2,small_1_5
100055,2023-03-15,2023-03,1,1,small_1_5
100056,2023-03-15,2023-03,3,2,small_1_5
100057,2023-03-15,2023-03,29,5,large_over_5
100058,2023-03-15,2023-03,1,1,small_1_5
100059,2023-03-15,2023-03,1,1,small_1_5
100060,2023-03-15,2023-03,1,1,small_1_5
100061,2023-03-15,2023-03,3,1,small_1_5
100062,2023-03-15,2023-03,1,1,small_1_5
100063,2023-03-15,2023-03,4,4,small_1_5
100064,2023-03-15,2023-03,1,1,small_1_5
100065,2023-03-15,2023-03,1,1,small_1_5
100066,2023-03-15,2023-03,9,7,large_over_5
100067,2023-03-15,2023-03,1,1,small_1_5
100068,2023-03-15,2023-03,1,1,small_1_5
100069,2023-03-15,2023-03,1,1,small_1_5
100070,2023-03-15,2023-03,1,1,small_1_5
100071,2023-03-15,2023-03,2,1,small_1_5
100072,2023-03-15,2023-03,1,1,small_1_5
100073,2023-03-15,2023-03,3,2,small_1_5
100074,2023-03-15,2023-03,1,1,small_1_5
100075,2023-03-15,2023-03,1,1,small_1_5
100076,2023-03-15,2023-03,1,1,small_1_5
100077,2023-03-15,2023-03,1,1,small_1_5
100078,2023-03-15,2023-03,35,3,large_over_5
100079,2023-03-15,2023-03,2,1,small_1_5
100080,2023-03-15,2023-03,1,1,small_1_5
100081,2023-03-15,2023-03,3,2,small_1_5
100082,2023-03-15,2023-03,1,1,small_1_5
100083,2023-03-15,2023-03,2,1,small_1_5
100084,2023-03-15,2023-03,27,17,large_over_5
100085,2023-03-15,2023-03,40,2,large_over_5
100086,2023-03-15,2023-03,2,1,small_1_5
100087,2023-03-15,2023-03,10,10,large_over_5
100088,2023-03-15,2023-03,2,1,small_1_5
100089,2023-03-15,2023-03,7,3,large_over_5
100090,2023-03-15,2023-03,1,1,small_1_5
100091,2023-03-15,2023-03,10,10,large_over_5
100092,2023-03-15,2023-03,12,11,large_over_5
100093,2023-03-15,2023-03,2,1,small_1_5
100094,2023-03-15,2023-03,1,1,small_1_5
100095,2023-03-15,2023-03,2,1,small_1_5
100096,2023-03-15,2023-03,1,1,small_1_5
100097,2023-03-15,2023-03,3,1,small_1_5
100098,2023-03-15,2023-03,2,1,small_1_5
100099,2023-03-15,2023-03,5,2,small_1_5
100100,2023-03-15,2023-03,1,1,small_1_5
100101,2023-03-15,2023-03,4,4,small_1_5
100102,2023-03-15,2023-03,27,16,large_over_5
100103,2023-03-15,2023-03,2,1,small_1_5
100104,2023-03-15,2023-03,1,1,small_1_5
100105,2023-03-15,2023-03,1,1,small_1_5
100106,2023-03-15,2023-03,7,5,large_over_5
100107,2023-03-15,2023-03,1,1,small_1_5
100108,2023-03-15,2023-03,1,1,small_1_5
100109,2023-03-15,2023-03,1,1,small_1_5
100110,2023-03-15,2023-03,4,3,small_1_5
100111,2023-03-15,2023-03,4,4,small_1_5
100112,2023-03-15,2023-03,1,1,small_1_5
100113,2023-03-15,2023-03,3,3,small_1_5
100114,2023-03-15,2023-03,21,7,large_over_5
100115,2023-03-16,2023-03,5,3,small_1_5
100116,2023-03-16,2023-03,6,2,large_over_5
100117,2023-03-16,2023-03,1,1,small_1_5
100118,2023-03-16,2023-03,41,3,large_over_5
100119,2023-03-16,2023-03,1,1,small_1_5
100120,2023-03-16,2023-03,1,1,small_1_5
100121,2023-03-16,2023-03,2,1,small_1_5
100122,2023-03-16,2023-03,15,2,large_over_5
100123,2023-03-16,2023-03,1,1,small_1_5
100124,2023-03-16,2023-03,1,1,small_1_5
100125,2023-03-16,2023-03,2,1,small_1_5
100126,2023-03-16,2023-03,5,4,small_1_5
100127,2023-03-16,2023-03,3,1,small_1_5
100128,2023-03-16,2023-03,1,1,small_1_5
100129,2023-03-16,2023-03,2,1,small_1_5
100130,2023-03-16,2023-03,7,5,large_over_5
100131,2023-03-16,2023-03,71,6,large_over_5
100132,2023-03-16,2023-03,12,3,large_over_5
100133,2023-03-16,2023-03,15,2,large_over_5
100134,2023-03-16,2023-03,6,2,large_over_5
100135,2023-03-16,2023-03,3,1,small_1_5
100136,2023-03-16,2023-03,6,2,large_over_5
100137,2023-03-16,2023-03,1,1,small_1_5
100138,2023-03-16,2023-03,3,1,small_1_5
100139,2023-03-16,2023-03,24,4,large_over_5
100140,2023-03-16,2023-03,43,4,large_over_5
100141,2023-03-16,2023-03,2,1,small_1_5
100142,2023-03-16,2023-03,15,3,large_over_5
100143,2023-03-16,2023-03,21,13,large_over_5
100144,2023-03-16,2023-03,6,6,large_over_5
100145,2023-03-16,2023-03,3,3,small_1_5
100146,2023-03-16,2023-03,7,6,large_over_5
100147,2023-03-16,2023-03,43,4,large_over_5
100148,2023-03-16,2023-03,23,9,large_over_5
100149,2023-03-16,2023-03,1,1,small_1_5
100150,2023-03-16,2023-03,2,2,small_1_5
100151,2023-03-16,2023-03,4,2,small_1_5
100152,2023-03-16,2023-03,1,1,small_1_5
100153,2023-03-16,2023-03,13,10,large_over_5
100154,2023-03-16,2023-03,1,1,small_1_5
100155,2023-03-16,2023-03,14,2,large_over_5
100156,2023-03-16,2023-03,1,1,small_1_5
100157,2023-03-16,2023-03,1,1,small_1_5
100158,2023-03-16,2023-03,16,8,large_over_5
100159,2023-03-16,2023-03,2,2,small_1_5
100160,2023-03-16,2023-03,1,1,small_1_5
100161,2023-03-16,2023-03,1,1,small_1_5
100162,2023-03-16,2023-03,1,1,small_1_5
100163,2023-03-16,2023-03,2,1,small_1_5
100164,2023-03-16,2023-03,15,10,large_over_5
100165,2023-03-16,2023-03,2,2,small_1_5
100166,2023-03-16,2023-03,1,1,small_1_5
100167,2023-03-16,2023-03,66,37,large_over_5
100168,2023-03-16,2023-03,1,1,small_1_5
100169,2023-03-16,2023-03,4,2,small_1_5
100170,2023-03-16,2023-03,2,2,small_1_5
100171,2023-03-16,2023-03,1,1,small_1_5
100172,2023-03-16,2023-03,1,1,small_1_5
100173,2023-03-16,2023-03,1,1,small_1_5
100174,2023-03-16,2023-03,5,5,small_1_5
100175,2023-03-16,2023-03,2,1,small_1_5
100176,2023-03-16,2023-03,2,1,small_1_5
100177,2023-03-16,2023-03,2,1,small_1_5
100178,2023-03-16,2023-03,1,1,small_1_5
100179,2023-03-16,2023-03,2,2,small_1_5
100180,2023-03-16,2023-03,43,36,large_over_5
100182,2023-03-16,2023-03,2,1,small_1_5
100183,2023-03-16,2023-03,4,1,small_1_5
100184,2023-03-16,2023-03,5,1,small_1_5
100185,2023-03-16,2023-03,2,2,small_1_5
100186,2023-03-16,2023-03,20,17,large_over_5
100187,2023-03-16,2023-03,9,7,large_over_5
100188,2023-03-16,2023-03,38,19,large_over_5
100189,2023-03-16,2023-03,3,1,small_1_5
100190,2023-03-16,2023-03,4,1,small_1_5
100191,2023-03-16,2023-03,1,1,small_1_5
100192,2023-03-16,2023-03,1,1,small_1_5
100193,2023-03-16,2023-03,11,10,large_over_5
100194,2023-03-16,2023-03,4,4,small_1_5
100195,2023-03-16,2023-03,1,1,small_1_5
100196,2023-03-16,2023-03,10,7,large_over_5
100197,2023-03-16,2023-03,1,1,small_1_5
100198,2023-03-16,2023-03,1,1,small_1_5
100199,2023-03-16,2023-03,243,27,large_over_5
100200,2023-03-16,2023-03,1,1,small_1_5
100201,2023-03-16,2023-03,4,4,small_1_5
100202,2023-03-16,2023-03,16,9,large_over_5
100203,2023-03-16,2023-03,26,13,large_over_5
100204,2023-03-16,2023-03,14,12,large_over_5
100205,2023-03-16,2023-03,1,1,small_1_5
100206,2023-03-16,2023-03,1,1,small_1_5
100207,2023-03-16,2023-03,30,5,large_over_5
100208,2023-03-16,2023-03,2,1,small_1_5
100209,2023-03-16,2023-03,8,6,large_over_5
100210,2023-03-16,2023-03,18,14,large_over_5
100211,2023-03-16,2023-03,2,2,small_1_5
100212,2023-03-16,2023-03,1,1,small_1_5
100213,2023-03-16,2023-03,2,1,small_1_5
100214,2023-03-16,2023-03,1,1,small_1_5
100215,2023-03-16,2023-03,40,2,large_over_5
100216,2023-03-16,2023-03,7,5,large_over_5
100217,2023-03-16,2023-03,1,1,small_1_5
100218,2023-03-16,2023-03,4,3,small_1_5
100219,2023-03-16,2023-03,1,1,small_1_5
100221,2023-03-16,2023-03,2,1,small_1_5
100222,2023-03-16,2023-03,10,8,large_over_5
100223,2023-03-16,2023-03,10,10,large_over_5
100224,2023-03-16,2023-03,1,1,small_1_5
100225,2023-03-16,2023-03,1,1,small_1_5
100226,2023-03-16,2023-03,3,3,small_1_5
100227,2023-03-16,2023-03,10,6,large_over_5
100228,2023-03-16,2023-03,26,21,large_over_5
100229,2023-03-16,2023-03,13,9,large_over_5
100230,2023-03-16,2023-03,1,1,small_1_5
100231,2023-03-16,2023-03,1,1,small_1_5
100232,2023-03-16,2023-03,5,5,small_1_5
100233,2023-03-16,2023-03,2,1,small_1_5
100234,2023-03-16,2023-03,1,1,small_1_5
100235,2023-03-16,2023-03,1,1,small_1_5
100236,2023-03-16,2023-03,2,2,small_1_5
100237,2023-03-16,2023-03,1,1,small_1_5
100238,2023-03-16,2023-03,1,1,small_1_5
100239,2023-03-16,2023-03,1,1,small_1_5
100240,2023-03-16,2023-03,6,5,large_over_5
100241,2023-03-16,2023-03,4,4,small_1_5
100242,2023-03-16,2023-03,34,27,large_over_5
100243,2023-03-16,2023-03,18,5,large_over_5
100244,2023-03-16,2023-03,1,1,small_1_5
100245,2023-03-16,2023-03,3,3,small_1_5
100246,2023-03-16,2023-03,2,1,small_1_5
100247,2023-03-16,2023-03,6,3,large_over_5
100248,2023-03-16,2023-03,4,4,small_1_5
100249,2023-03-16,2023-03,1,1,small_1_5
100250,2023-03-16,2023-03,1,1,small_1_5
100251,2023-03-16,2023-03,33,21,large_over_5
100252,2023-03-16,2023-03,26,17,large_over_5
100253,2023-03-16,2023-03,2,1,small_1_5
100254,2023-03-16,2023-03,1,1,small_1_5
100255,2023-03-16,2023-03,5,5,small_1_5
100256,2023-03-16,2023-03,3,2,small_1_5
100257,2023-03-16,2023-03,41,41,large_over_5
100258,2023-03-16,2023-03,2,2,small_1_5
100259,2023-03-16,2023-03,1,1,small_1_5
100260,2023-03-16,2023-03,1,1,small_1_5
100261,2023-03-16,2023-03,1,1,small_1_5
100262,2023-03-16,2023-03,1,1,small_1_5
100263,2023-03-16,2023-03,1,1,small_1_5
100264,2023-03-16,2023-03,1,1,small_1_5
100265,2023-03-16,2023-03,1,1,small_1_5
100266,2023-03-16,2023-03,1,1,small_1_5
100267,2023-03-16,2023-03,1,1,small_1_5
100268,2023-03-16,2023-03,1,1,small_1_5
100269,2023-03-16,2023-03,1,1,small_1_5
100270,2023-03-16,2023-03,0,1,zero
100271,2023-03-16,2023-03,1,1,small_1_5
100272,2023-03-16,2023-03,1,1,small_1_5
100273,2023-03-16,2023-03,8,8,large_over_5
100274,2023-03-16,2023-03,1,1,small_1_5
100275,2023-03-16,2023-03,1,1,small_1_5
100276,2023-03-16,2023-03,1,1,small_1_5
100277,2023-03-16,2023-03,56,39,large_over_5
100278,2023-03-16,2023-03,1,1,small_1_5
100279,2023-03-16,2023-03,1,1,small_1_5
100280,2023-03-16,2023-03,1,1,small_1_5
100281,2023-03-17,2023-03,2400,134,large_over_5
100282,2023-03-22,2023-03,3,2,small_1_5
100283,2023-03-22,2023-03,1,1,small_1_5
100284,2023-03-22,2023-03,1,1,small_1_5
100285,2023-03-22,2023-03,1,1,small_1_5
100286,2023-03-22,2023-03,1,1,small_1_5
100287,2023-03-22,2023-03,1,1,small_1_5
100288,2023-03-22,2023-03,1,1,small_1_5
100289,2023-03-22,2023-03,1,1,small_1_5
100290,2023-03-22,2023-03,1,1,small_1_5
100291,2023-03-22,2023-03,1,1,small_1_5
100292,2023-03-22,2023-03,1,1,small_1_5
100293,2023-03-22,2023-03,1,1,small_1_5
100294,2023-03-22,2023-03,1,1,small_1_5
100295,2023-03-22,2023-03,1,1,small_1_5
100296,2023-03-22,2023-03,1,1,small_1_5
100297,2023-03-22,2023-03,1,1,small_1_5
100298,2023-03-22,2023-03,2,2,small_1_5
100299,2023-03-22,2023-03,1,1,small_1_5
100300,2023-03-22,2023-03,1,1,small_1_5
100301,2023-03-22,2023-03,1,1,small_1_5
100302,2023-03-22,2023-03,1,1,small_1_5
100303,2023-03-22,2023-03,1,1,small_1_5
100304,2023-03-22,2023-03,1,1,small_1_5
100305,2023-03-22,2023-03,1,1,small_1_5
100306,2023-03-22,2023-03,1,1,small_1_5
100307,2023-03-22,2023-03,19,10,large_over_5
100308,2023-03-22,2023-03,21,17,large_over_5
100309,2023-03-22,2023-03,4,4,small_1_5
100310,2023-03-22,2023-03,1,1,small_1_5
100311,2023-03-22,2023-03,13,8,large_over_5
100312,2023-03-22,2023-03,1,1,small_1_5
100313,2023-03-22,2023-03,22,20,large_over_5
100314,2023-03-22,2023-03,9,8,large_over_5
100315,2023-03-22,2023-03,38,35,large_over_5
100316,2023-03-22,2023-03,1,1,small_1_5
100317,2023-03-22,2023-03,1,1,small_1_5
100318,2023-03-22,2023-03,1,1,small_1_5
100319,2023-03-22,2023-03,1,1,small_1_5
100320,2023-03-22,2023-03,1,1,small_1_5
100321,2023-03-22,2023-03,1,1,small_1_5
100322,2023-03-22,2023-03,1,1,small_1_5
100323,2023-03-22,2023-03,1,1,small_1_5
100324,2023-03-22,2023-03,1,1,small_1_5
100325,2023-03-22,2023-03,1,1,small_1_5
100326,2023-03-22,2023-03,1,1,small_1_5
100327,2023-03-22,2023-03,1,1,small_1_5
100328,2023-03-22,2023-03,4,3,small_1_5
100329,2023-03-22,2023-03,2,1,small_1_5
100330,2023-03-22,2023-03,4,2,small_1_5
100331,2023-03-22,2023-03,2,1,small_1_5
100332,2023-03-22,2023-03,1,1,small_1_5
100333,2023-03-22,2023-03,2,2,small_1_5
100334,2023-03-22,2023-03,6,6,large_over_5
100335,2023-03-22,2023-03,1,1,small_1_5
100336,2023-03-22,2023-03,2,2,small_1_5
100337,2023-03-22,2023-03,7,7,large_over_5
100338,2023-03-22,2023-03,6,5,large_over_5
100339,2023-03-22,2023-03,4,4,small_1_5
100340,2023-03-22,2023-03,8,5,large_over_5
100341,2023-03-22,2023-03,700,36,large_over_5
100342,2023-03-22,2023-03,75,28,large_over_5
100343,2023-03-22,2023-03,2,1,small_1_5
100344,2023-03-22,2023-03,1,1,small_1_5
100345,2023-03-22,2023-03,6,4,large_over_5
100346,2023-03-22,2023-03,3,2,small_1_5
100347,2023-03-22,2023-03,89,47,large_over_5
100348,2023-03-22,2023-03,55,48,large_over_5
100349,2023-03-22,2023-03,1,1,small_1_5
100350,2023-03-22,2023-03,1,1,small_1_5
100351,2023-03-22,2023-03,1,1,small_1_5
100352,2023-03-22,2023-03,2,2,small_1_5
100353,2023-03-22,2023-03,3,3,small_1_5
100354,2023-03-22,2023-03,1,1,small_1_5
100355,2023-03-22,2023-03,1,1,small_1_5
100356,2023-03-22,2023-03,1,1,small_1_5
100357,2023-03-22,2023-03,1,1,small_1_5
100358,2023-03-22,2023-03,9,1,large_over_5
100359,2023-03-22,2023-03,3,3,small_1_5
100360,2023-03-22,2023-03,19,9,large_over_5
100361,2023-03-22,2023-03,117,99,large_over_5
100362,2023-03-22,2023-03,4,1,small_1_5
100363,2023-03-22,2023-03,3,2,small_1_5
100364,2023-03-22,2023-03,1,1,small_1_5
100365,2023-03-22,2023-03,152,69,large_over_5
100366,2023-03-22,2023-03,1,1,small_1_5
100367,2023-03-22,2023-03,50,36,large_over_5
100368,2023-03-22,2023-03,1,1,small_1_5
100369,2023-03-22,2023-03,3,2,small_1_5
100370,2023-03-22,2023-03,1,1,small_1_5
100371,2023-03-22,2023-03,4,2,small_1_5
100372,2023-03-22,2023-03,9,6,large_over_5
100373,2023-03-22,2023-03,1,1,small_1_5
100374,2023-03-22,2023-03,2,1,small_1_5
100375,2023-03-22,2023-03,35,24,large_over_5
100376,2023-03-22,2023-03,1,1,small_1_5
100377,2023-03-22,2023-03,1,1,small_1_5
100378,2023-03-22,2023-03,1,1,small_1_5
100379,2023-03-22,2023-03,1,1,small_1_5
100380,2023-03-22,2023-03,1,1,small_1_5
100381,2023-03-22,2023-03,1,1,small_1_5
100382,2023-03-22,2023-03,1,1,small_1_5
100383,2023-03-22,2023-03,1,1,small_1_5
100384,2023-03-22,2023-03,3,1,small_1_5
100385,2023-03-22,2023-03,19,17,large_over_5
100386,2023-03-22,2023-03,14,10,large_over_5
100387,2023-03-22,2023-03,3,3,small_1_5
100388,2023-03-22,2023-03,1,1,small_1_5
100389,2023-03-22,2023-03,12,7,large_over_5
100390,2023-03-22,2023-03,1,1,small_1_5
100391,2023-03-22,2023-03,1,1,small_1_5
100392,2023-03-22,2023-03,2,1,small_1_5
100393,2023-03-22,2023-03,1,1,small_1_5
100394,2023-03-22,2023-03,2,1,small_1_5
100395,2023-03-22,2023-03,4,2,small_1_5
100396,2023-03-22,2023-03,1,1,small_1_5
100397,2023-03-22,2023-03,11,6,large_over_5
100398,2023-03-22,2023-03,10,8,large_over_5
100399,2023-03-22,2023-03,4,2,small_1_5
100400,2023-03-22,2023-03,7,3,large_over_5
100401,2023-03-22,2023-03,24,7,large_over_5
100402,2023-03-22,2023-03,1,1,small_1_5
100403,2023-03-22,2023-03,14,2,large_over_5
100404,2023-03-22,2023-03,12,3,large_over_5
100405,2023-03-22,2023-03,3,3,small_1_5
100406,2023-03-22,2023-03,3,3,small_1_5
100407,2023-03-22,2023-03,72,45,large_over_5
100408,2023-03-22,2023-03,2,1,small_1_5
100409,2023-03-22,2023-03,17,17,large_over_5
100410,2023-03-22,2023-03,1,1,small_1_5
100411,2023-03-22,2023-03,5,5,small_1_5
100412,2023-03-22,2023-03,1,1,small_1_5
100413,2023-03-22,2023-03,1,1,small_1_5
100414,2023-03-22,2023-03,1,1,small_1_5
100415,2023-03-22,2023-03,1,1,small_1_5
100416,2023-03-22,2023-03,1,1,small_1_5
100417,2023-03-22,2023-03,5,2,small_1_5
100418,2023-03-22,2023-03,1,1,small_1_5
100419,2023-03-22,2023-03,1,1,small_1_5
100420,2023-03-22,2023-03,2,2,small_1_5
100421,2023-03-22,2023-03,6,4,large_over_5
100422,2023-03-22,2023-03,1,1,small_1_5
100423,2023-03-22,2023-03,1,1,small_1_5
100424,2023-03-22,2023-03,1,1,small_1_5
100425,2023-03-22,2023-03,1,1,small_1_5
100426,2023-03-22,2023-03,1,1,small_1_5
100427,2023-03-22,2023-03,1,1,small_1_5
100428,2023-03-22,2023-03,2,2,small_1_5
100429,2023-03-22,2023-03,1,1,small_1_5
100430,2023-03-22,2023-03,1,1,small_1_5
100431,2023-03-22,2023-03,1,1,small_1_5
100432,2023-03-22,2023-03,1,1,small_1_5
100433,2023-03-22,2023-03,1,1,small_1_5
100434,2023-03-22,2023-03,3,3,small_1_5
100435,2023-03-22,2023-03,2,2,small_1_5
100436,2023-03-22,2023-03,23,19,large_over_5
100437,2023-03-22,2023-03,3,2,small_1_5
100438,2023-03-22,2023-03,1,1,small_1_5
100439,2023-03-22,2023-03,3,3,small_1_5
100440,2023-03-22,2023-03,4,4,small_1_5
100441,2023-03-22,2023-03,5,4,small_1_5
100442,2023-03-22,2023-03,18,17,large_over_5
100443,2023-03-22,2023-03,3,1,small_1_5
100444,2023-03-22,2023-03,9,9,large_over_5
100445,2023-03-22,2023-03,2,2,small_1_5
100446,2023-03-22,2023-03,1,1,small_1_5
100447,2023-03-22,2023-03,11,11,large_over_5
100448,2023-03-22,2023-03,2,2,small_1_5
100449,2023-03-22,2023-03,3,3,small_1_5
100450,2023-03-22,2023-03,3,2,small_1_5
100451,2023-03-22,2023-03,4,2,small_1_5
100452,2023-03-22,2023-03,3,3,small_1_5
100453,2023-03-22,2023-03,4,4,small_1_5
100454,2023-03-22,2023-03,41,21,large_over_5
100455,2023-03-22,2023-03,2,2,small_1_5
100456,2023-03-22,2023-03,3,3,small_1_5
100457,2023-03-22,2023-03,11,11,large_over_5
100458,2023-03-22,2023-03,6,4,large_over_5
100459,2023-03-22,2023-03,3,2,small_1_5
100460,2023-03-22,2023-03,1,1,small_1_5
100461,2023-03-22,2023-03,27,25,large_over_5
100462,2023-03-22,2023-03,1,1,small_1_5
100463,2023-03-22,2023-03,4,4,small_1_5
100464,2023-03-22,2023-03,10,6,large_over_5
100465,2023-03-22,2023-03,1,1,small_1_5
100466,2023-03-22,2023-03,2,2,small_1_5
100467,2023-03-22,2023-03,1,1,small_1_5
100468,2023-03-22,2023-03,1,1,small_1_5
100469,2023-03-22,2023-03,1,1,small_1_5
100470,2023-03-22,2023-03,2,1,small_1_5
100471,2023-03-22,2023-03,2,1,small_1_5
100472,2023-03-22,2023-03,19,15,large_over_5
100473,2023-03-22,2023-03,3,3,small_1_5
100474,2023-03-22,2023-03,4,1,small_1_5
100475,2023-03-22,2023-03,2,1,small_1_5
100476,2023-03-22,2023-03,1,1,small_1_5
100477,2023-03-22,2023-03,1,1,small_1_5
100478,2023-03-22,2023-03,1,1,small_1_5
100479,2023-03-22,2023-03,18,18,large_over_5
100480,2023-03-22,2023-03,1,1,small_1_5
100481,2023-03-22,2023-03,1,1,small_1_5
100482,2023-03-22,2023-03,8,6,large_over_5
100483,2023-03-22,2023-03,1,1,small_1_5
100484,2023-03-22,2023-03,1,1,small_1_5
100485,2023-03-22,2023-03,25,17,large_over_5
100486,2023-03-22,2023-03,1,1,small_1_5
100487,2023-03-22,2023-03,1,1,small_1_5
100488,2023-03-22,2023-03,17,17,large_over_5
100489,2023-03-22,2023-03,16,5,large_over_5
100490,2023-03-22,2023-03,4,4,small_1_5
100491,2023-03-22,2023-03,1,1,small_1_5
100492,2023-03-22,2023-03,1,1,small_1_5
100493,2023-03-22,2023-03,2,2,small_1_5
100494,2023-03-22,2023-03,1,1,small_1_5
100495,2023-03-22,2023-03,1,1,small_1_5
100496,2023-03-22,2023-03,4,4,small_1_5
100497,2023-03-22,2023-03,1,1,small_1_5
100498,2023-03-22,2023-03,2,2,small_1_5
100499,2023-03-22,2023-03,8,8,large_over_5
100500,2023-03-22,2023-03,1,1,small_1_5
100501,2023-03-22,2023-03,1,1,small_1_5
100502,2023-03-22,2023-03,1,1,small_1_5
100503,2023-03-22,2023-03,1,1,small_1_5
100504,2023-03-22,2023-03,5,2,small_1_5
100505,2023-03-22,2023-03,2,2,small_1_5
100506,2023-03-22,2023-03,1,1,small_1_5
100507,2023-03-22,2023-03,2,1,small_1_5
100508,2023-03-22,2023-03,2,1,small_1_5
100509,2023-03-22,2023-03,1,1,small_1_5
100510,2023-03-22,2023-03,1,1,small_1_5
100511,2023-03-22,2023-03,6,3,large_over_5
100512,2023-03-22,2023-03,2,2,small_1_5
100513,2023-03-22,2023-03,1,1,small_1_5
100514,2023-03-22,2023-03,57,49,large_over_5
100515,2023-03-22,2023-03,32,18,large_over_5
100516,2023-03-22,2023-03,1,1,small_1_5
100517,2023-03-22,2023-03,1,1,small_1_5
100518,2023-03-22,2023-03,1,1,small_1_5
100519,2023-03-22,2023-03,2,1,small_1_5
100520,2023-03-22,2023-03,14,14,large_over_5
100521,2023-03-22,2023-03,1,1,small_1_5
100522,2023-03-22,2023-03,1,1,small_1_5
100523,2023-03-22,2023-03,10,3,large_over_5
100524,2023-03-22,2023-03,1,1,small_1_5
100525,2023-03-22,2023-03,5,5,small_1_5
100526,2023-03-22,2023-03,2,1,small_1_5
100527,2023-03-22,2023-03,3,2,small_1_5
100528,2023-03-22,2023-03,1,1,small_1_5
100529,2023-03-22,2023-03,13,12,large_over_5
100530,2023-03-22,2023-03,3,1,small_1_5
100531,2023-03-22,2023-03,1,1,small_1_5
100532,2023-03-22,2023-03,135,11,large_over_5
100533,2023-03-22,2023-03,2,1,small_1_5
100534,2023-03-22,2023-03,2,2,small_1_5
100535,2023-03-22,2023-03,8,8,large_over_5
100536,2023-03-22,2023-03,1,1,small_1_5
100537,2023-03-22,2023-03,2,1,small_1_5
100538,2023-03-22,2023-03,1,1,small_1_5
100539,2023-03-22,2023-03,4,3,small_1_5
100540,2023-03-22,2023-03,1,1,small_1_5
100541,2023-03-22,2023-03,1,1,small_1_5
100542,2023-03-22,2023-03,1,1,small_1_5
100543,2023-03-22,2023-03,2,1,small_1_5
100544,2023-03-22,2023-03,12,4,large_over_5
100545,2023-03-22,2023-03,1,1,small_1_5
100546,2023-03-22,2023-03,4,3,small_1_5
100547,2023-03-22,2023-03,1,1,small_1_5
100548,2023-03-22,2023-03,2,1,small_1_5
100549,2023-03-22,2023-03,6,4,large_over_5
100550,2023-03-22,2023-03,119,77,large_over_5
100551,2023-03-22,2023-03,1,1,small_1_5
100552,2023-03-22,2023-03,4,3,small_1_5
100553,2023-03-22,2023-03,2,1,small_1_5
100554,2023-03-22,2023-03,3,1,small_1_5
100555,2023-03-22,2023-03,6,4,large_over_5
100556,2023-03-22,2023-03,1,1,small_1_5
100557,2023-03-22,2023-03,85,5,large_over_5
100558,2023-03-22,2023-03,1,1,small_1_5
100559,2023-03-22,2023-03,1,1,small_1_5
100560,2023-03-22,2023-03,2,1,small_1_5
